Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Sichere Fahrt im Winter: Tonnen in Nordsee werden getauscht,04122021_07:11,https://www.sueddeutsche.de/wirtschaft/schifffahrt-wilhelmshaven-sichere-fahrt-im-winter-tonnen-in-nordsee-werden-getauscht-dpa.urn-newsml-dpa-com-20090101-211204-99-252198,Schifffahrt - Wilhelmshaven,dpa,,,04122021,Sueddeutsche
Gefälschte Impfpässe: LKA verzeichnet Rückgang der Fälle,04122021_07:09,https://www.sueddeutsche.de/gesundheit/gesundheit-hannover-gefaelschte-impfpaesse-lka-verzeichnet-rueckgang-der-faelle-dpa.urn-newsml-dpa-com-20090101-211204-99-252199,Gesundheit - Hannover,dpa,,,04122021,Sueddeutsche
Studie belegt sehr hohen Corona-Schutz durch FFP2-Masken,04122021_07:08,https://www.sueddeutsche.de/wissen/wissenschaft-studie-belegt-sehr-hohen-corona-schutz-durch-ffp2-masken-dpa.urn-newsml-dpa-com-20090101-211204-99-252174,Wissenschaft,dpa,,,04122021,Sueddeutsche
Weihnachtsmann Willi genießt Live-Begegnungen mit Kindern,04122021_07:07,https://www.sueddeutsche.de/service/jahreswechsel-celle-weihnachtsmann-willi-geniesst-live-begegnungen-mit-kindern-dpa.urn-newsml-dpa-com-20090101-211204-99-252201,Jahreswechsel - Celle,dpa,,,04122021,Sueddeutsche
Bouffier gibt Regierungserklärung zu Corona im Landtag ab,04122021_07:06,https://www.sueddeutsche.de/politik/landtag-wiesbaden-bouffier-gibt-regierungserklaerung-zu-corona-im-landtag-ab-dpa.urn-newsml-dpa-com-20090101-211204-99-252184,Landtag - Wiesbaden,dpa,,,04122021,Sueddeutsche
Zahl der Betriebsprüfungen bei Unternehmen 2020 gesunken,04122021_07:04,https://www.sueddeutsche.de/wirtschaft/finanzen-wiesbaden-zahl-der-betriebspruefungen-bei-unternehmen-2020-gesunken-dpa.urn-newsml-dpa-com-20090101-211204-99-252186,Finanzen - Wiesbaden,dpa,,,04122021,Sueddeutsche
Geisterfahrer-Unfall auf A111 bei Hohen Neuendorf: Verletzte,04122021_07:03,https://www.sueddeutsche.de/panorama/unfaelle-geisterfahrer-unfall-auf-a111-bei-hohen-neuendorf-verletzte-dpa.urn-newsml-dpa-com-20090101-211203-99-248944,Unfälle,dpa,,,04122021,Sueddeutsche
Pandemie lässt in kommenden Jahren mehr Leerstand erwarten,04122021_07:01,https://www.sueddeutsche.de/wirtschaft/einzelhandel-berlin-pandemie-laesst-in-kommenden-jahren-mehr-leerstand-erwarten-dpa.urn-newsml-dpa-com-20090101-211204-99-252163,Einzelhandel - Berlin,dpa,,,04122021,Sueddeutsche
Platz auf Intensivstationen: Luftrettung verlegt Patienten,04122021_06:58,https://www.sueddeutsche.de/gesundheit/krankenhaeuser-stuttgart-platz-auf-intensivstationen-luftrettung-verlegt-patienten-dpa.urn-newsml-dpa-com-20090101-211204-99-252137,Krankenhäuser - Stuttgart,dpa,,,04122021,Sueddeutsche
Neue Regeln treten in Kraft: Testpflicht in Gastro und Zoos,04122021_06:55,https://www.sueddeutsche.de/gesundheit/gesundheit-stuttgart-neue-regeln-treten-in-kraft-testpflicht-in-gastro-und-zoos-dpa.urn-newsml-dpa-com-20090101-211203-99-243195,Gesundheit - Stuttgart,dpa,,,04122021,Sueddeutsche
Australian Open: Djokovic kündigt baldige Entscheidung an,04122021_06:29,https://www.sueddeutsche.de/sport/tennis-australian-open-djokovic-kuendigt-baldige-entscheidung-an-dpa.urn-newsml-dpa-com-20090101-211204-99-252041,Tennis,dpa,,,04122021,Sueddeutsche
Das bringt der Wintersport am Samstag,04122021_06:24,https://www.sueddeutsche.de/sport/biathlon-das-bringt-der-wintersport-am-samstag-dpa.urn-newsml-dpa-com-20090101-211204-99-252015,Biathlon,dpa,,,04122021,Sueddeutsche
Pechstein unterliegt deutscher Konkurrentin - Beckert stark,04122021_06:19,https://www.sueddeutsche.de/sport/eisschnelllauf-pechstein-unterliegt-deutscher-konkurrentin-beckert-stark-dpa.urn-newsml-dpa-com-20090101-211204-99-252001,Eisschnelllauf,dpa,,,04122021,Sueddeutsche
Kohler favorisiert FC Bayern im Spitzenspiel,04122021_06:16,https://www.sueddeutsche.de/sport/fussball-kohler-favorisiert-fc-bayern-im-spitzenspiel-dpa.urn-newsml-dpa-com-20090101-211203-99-249566,Fußball,dpa,,,04122021,Sueddeutsche
Bokel und Weikert kandidieren für DOSB-Spitzenjob,04122021_06:10,https://www.sueddeutsche.de/politik/sportpolitik-bokel-und-weikert-kandidieren-fuer-dosb-spitzenjob-dpa.urn-newsml-dpa-com-20090101-211203-99-249576,Sportpolitik,dpa,,,04122021,Sueddeutsche
"Respekt von Hamilton und Verstappen vor ""Hardcore""-Kurs",04122021_06:10,https://www.sueddeutsche.de/sport/motorsport-respekt-von-hamilton-und-verstappen-vor-hardcore-kurs-dpa.urn-newsml-dpa-com-20090101-211203-99-250198,Motorsport,dpa,,,04122021,Sueddeutsche
Gegen den Favoriten Russland: DTB-Team glaubt an Chance,04122021_06:09,https://www.sueddeutsche.de/sport/tennis-gegen-den-favoriten-russland-dtb-team-glaubt-an-chance-dpa.urn-newsml-dpa-com-20090101-211203-99-249467,Tennis,dpa,,,04122021,Sueddeutsche
Mintzlaffs Wut ist Marschs Problem: RB Leipzig in der Krise,04122021_06:08,https://www.sueddeutsche.de/sport/fussball-mintzlaffs-wut-ist-marschs-problem-rb-leipzig-in-der-krise-dpa.urn-newsml-dpa-com-20090101-211204-99-251414,Fußball,dpa,,,04122021,Sueddeutsche
Ermittlungen gegen Bolsonaro wegen Corona-Falschaussagen,04122021_05:52,https://www.sueddeutsche.de/gesundheit/gesundheit-ermittlungen-gegen-bolsonaro-wegen-corona-falschaussagen-dpa.urn-newsml-dpa-com-20090101-211204-99-251873,Gesundheit,dpa,,,04122021,Sueddeutsche
