Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Münsters Oberbürgermeister neuer Städtetagspräsident,18112021_10:36,https://www.sueddeutsche.de/politik/kommunen-erfurt-muensters-oberbuergermeister-neuer-staedtetagspraesident-dpa.urn-newsml-dpa-com-20090101-211118-99-46842,Kommunen - Erfurt,dpa,,,18112021,Sueddeutsche,politik
Flensburger Freude über eine gute Handball-Woche: Drei Siege,18112021_10:34,https://www.sueddeutsche.de/sport/handball-flensburg-flensburger-freude-ueber-eine-gute-handball-woche-drei-siege-dpa.urn-newsml-dpa-com-20090101-211118-99-46761,Handball - Flensburg,dpa,,,18112021,Sueddeutsche,sport
Schlagabtausch im Bundestag über Ampel-Pläne,18112021_10:34,https://www.sueddeutsche.de/panorama/coronavirus-schlagabtausch-im-bundestag-ueber-ampel-plaene-1.5467182,Coronavirus:,,,"Video
                    
                    
                        Die Ampel-Parteien haben im Bundestag ihre Pläne für ein reformiertes Infektionsschutzgesetz verteidigt und um Zustimmung der anderen Fraktionen geworben.",18112021,Sueddeutsche,panorama
"""Leiden"" und ""überleben"": Regensburg vor Kraftprobe beim HSV",18112021_10:34,https://www.sueddeutsche.de/bayern/fussball-regensburg-leiden-und-ueberleben-regensburg-vor-kraftprobe-beim-hsv-dpa.urn-newsml-dpa-com-20090101-211118-99-45757,Fußball - Regensburg,dpa,,,18112021,Sueddeutsche,bayern
Evakuierung vor Bombenentschärfung in München hat begonnen,18112021_10:34,https://www.sueddeutsche.de/bayern/notfaelle-muenchen-evakuierung-vor-bombenentschaerfung-in-muenchen-hat-begonnen-dpa.urn-newsml-dpa-com-20090101-211118-99-43813,Notfälle - München,dpa,,,18112021,Sueddeutsche,bayern
Bayerische Wirtschaft fürchtet Corona-Dämpfer zum Jahresende,18112021_10:33,https://www.sueddeutsche.de/bayern/konjunktur-muenchen-bayerische-wirtschaft-fuerchtet-corona-daempfer-zum-jahresende-dpa.urn-newsml-dpa-com-20090101-211118-99-46738,Konjunktur - München,dpa,,,18112021,Sueddeutsche,bayern
Neue Rendsburger Schwebefähre unternimmt erste Fahrt,18112021_10:32,https://www.sueddeutsche.de/wirtschaft/verkehr-neue-rendsburger-schwebefaehre-unternimmt-erste-fahrt-dpa.urn-newsml-dpa-com-20090101-211118-99-46762,Verkehr,dpa,,,18112021,Sueddeutsche,wirtschaft
Gefangener in Kiel leblos in seiner Zelle gefunden,18112021_10:31,https://www.sueddeutsche.de/panorama/notfaelle-kiel-gefangener-in-kiel-leblos-in-seiner-zelle-gefunden-dpa.urn-newsml-dpa-com-20090101-211118-99-46763,Notfälle - Kiel,dpa,,,18112021,Sueddeutsche,panorama
Südwest-Unternehmen verstärken Impfangebote,18112021_10:31,https://www.sueddeutsche.de/wirtschaft/unternehmen-stuttgart-suedwest-unternehmen-verstaerken-impfangebote-dpa.urn-newsml-dpa-com-20090101-211118-99-46736,Unternehmen - Stuttgart,dpa,,,18112021,Sueddeutsche,wirtschaft
Impfkommission für Auffrischimpfung für alle Erwachsenen,18112021_10:31,https://www.sueddeutsche.de/gesundheit/krankheiten-impfkommission-fuer-auffrischimpfung-fuer-alle-erwachsenen-dpa.urn-newsml-dpa-com-20090101-211118-99-46780,Krankheiten,dpa,,,18112021,Sueddeutsche,gesundheit
