Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
"""Der Knödel ist kein Hexenwerk""",07122021_11:57,https://www.sueddeutsche.de/muenchen/muenchen-wirtshaus-in-der-au-knoedel-kochbuch-1.5479992,Kochen,,Von Franz Kotteder,"Florian Oberndorfer vom Wirtshaus in der Au hat es sich zur Lebensaufgabe gemacht, einer vermeintlich simplen Beilage den großen Auftritt zu verschaffen - nun auch noch mit einem opulenten Kochbuch.
                        
                            Von Franz Kotteder",07122021,Sueddeutsche
Bundestag debattiert über neue Corona-Regeln,07122021_11:56,https://www.sueddeutsche.de/politik/corona-bundestag-impfpflicht-1.5482029,Infektionsschutzgesetz,,,Teil-Impfpflicht und schärfere regionale Maßnahmen: Die wichtigsten Punkte im Überblick und die Diskussion im Livestream.,07122021,Sueddeutsche
Warum der Abschied von Whatsapp bald leichter fallen könnte,07122021_11:55,https://www.sueddeutsche.de/wirtschaft/digital-markets-act-datenschutz-whatsapp-1.5481446,Interoperabilität,,Von Philipp Bovermann,"Verschiedene Messenger sollen laut EU-Plänen miteinander kommunizieren können, soziale Plattformen sich gegenseitig anfunken. Dadurch könnte eine Art SMS zurückkehren. Aber das ist nicht das einzige Problem.
                        
                            Von Philipp Bovermann",07122021,Sueddeutsche
" Fünf Merkel-Momente, die euch in Erinnerung bleiben werden",07122021_11:50,https://jetzt.de/angela-merkel/fuenf-merkel-momente-die-euch-beruehrten,Regierungswechsel,,Protokolle von Gracia Ndona und Kolja Haaf,"Wir haben junge Menschen gefragt, welche Situationen mit der Kanzlerin sie nicht vergessen werden.


                        
                            Protokolle von Gracia Ndona und Kolja Haaf",07122021,Sueddeutsche
Wir setzen ein Zeichen,07122021_11:50,https://projekte.sueddeutsche.de/artikel/kultur/ayzit-bostan-pieks-logo-fuer-die-corona-impfung-e219704/,Corona-Impfung und Symbole,,Von Catrin Lorch,"Egal ob Aids oder Mittelstreckenwaffen: Kunst kann mit Slogans und Symbolen sichtbar machen, was nicht alle wahrhaben wollen. Warum eigentlich nicht im Fall der Corona-Impfung? 
                        
                            Von Catrin Lorch",07122021,Sueddeutsche
Ampel-Spitze lässt Boykott der Olympischen Spiele offen,07122021_11:49,https://www.sueddeutsche.de/sport/olympia-ampel-spitze-laesst-boykott-der-olympischen-spiele-offen-dpa.urn-newsml-dpa-com-20090101-211207-99-287247,Olympia,dpa,,,07122021,Sueddeutsche
Polizei beschlagnahmt Blanko-Impfpässe in Shisha-Bar,07122021_11:48,https://www.sueddeutsche.de/panorama/kriminalitaet-ruesselsheim-am-main-polizei-beschlagnahmt-blanko-impfpaesse-in-shisha-bar-dpa.urn-newsml-dpa-com-20090101-211207-99-287677,Kriminalität - Rüsselsheim am Main,dpa,,,07122021,Sueddeutsche
Polens Regierung: Noch etwa 7000 Migranten in Belarus,07122021_11:47,https://www.sueddeutsche.de/politik/konflikte-polens-regierung-noch-etwa-7000-migranten-in-belarus-dpa.urn-newsml-dpa-com-20090101-211207-99-287586,Konflikte,dpa,,,07122021,Sueddeutsche
Reisebus brennt: Viertelmillion Schaden,07122021_11:47,https://www.sueddeutsche.de/panorama/braende-mulfingen-reisebus-brennt-viertelmillion-schaden-dpa.urn-newsml-dpa-com-20090101-211207-99-287664,Brände - Mulfingen,dpa,,,07122021,Sueddeutsche
Gemeinden nehmen deutlich weniger Vergnügungssteuer ein,07122021_11:46,https://www.sueddeutsche.de/politik/steuern-halle-saale-gemeinden-nehmen-deutlich-weniger-vergnuegungssteuer-ein-dpa.urn-newsml-dpa-com-20090101-211207-99-287522,Steuern - Halle (Saale),dpa,,,07122021,Sueddeutsche
Wie es bei Kita-Tests und Intensivbetten weitergeht,07122021_11:45,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-kita-tests-intensivbetten-livestream-1.5481014,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Live
                    
                    
                        Darüber hat das bayerische Kabinett am Vormittag beraten, in einer Pressekonferenz präsentieren die Minister ihre Ergebnisse. Eine Studie hat ergeben, dass Ungeimpfte eher zum Regelbruch bereit sind. 
                        
                            Alle Entwicklungen im Überblick",07122021,Sueddeutsche
Prozess gegen frühere KZ-Sekretärin: Überlebender berichtet,07122021_11:45,https://www.sueddeutsche.de/wissen/geschichte-itzehoe-prozess-gegen-fruehere-kz-sekretaerin-ueberlebender-berichtet-dpa.urn-newsml-dpa-com-20090101-211206-99-280190,Geschichte - Itzehoe,dpa,,,07122021,Sueddeutsche
IWH: Mehr Pleiten - aber weiterhin niedriges Niveau,07122021_11:44,https://www.sueddeutsche.de/wirtschaft/konjunktur-iwh-mehr-pleiten-aber-weiterhin-niedriges-niveau-dpa.urn-newsml-dpa-com-20090101-211207-99-287430,Konjunktur,dpa,,,07122021,Sueddeutsche
Jäger erschießt Hund und meldet sich bei der Polizei,07122021_11:42,https://www.sueddeutsche.de/panorama/unfaelle-gelsenkirchen-jaeger-erschiesst-hund-und-meldet-sich-bei-der-polizei-dpa.urn-newsml-dpa-com-20090101-211207-99-286872,Unfälle - Gelsenkirchen,dpa,,,07122021,Sueddeutsche
