Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Spahn: Deutschland hat genug Dosen für Booster-Impfungen,17112021_11:05,https://www.sueddeutsche.de/politik/corona-aktuell-zahlen-rki-inzidenz-booster-spahn-1.5464292,Meldungen zum Coronavirus,,Nachrichten aus Deutschland und aller Welt,"Bis Ende des Jahres könnten genug Auffrischungsimpfungen durchgeführt werden. Die Inzidenz steigt auf den Höchstwert von 319,5. Von Montag an verschärft Österreich seine Einreisebestimmungen.
                        
                            Nachrichten aus Deutschland und aller Welt",17112021,Sueddeutsche
Hände weg vom Kindersport,17112021_11:05,https://www.sueddeutsche.de/sport/corona-deutschland-sport-kinder-kommentar-1.5465969,Corona-Management,,Kommentar von Johannes Aumüller,"Meinung
                    
                    
                        Die Corona-Lage erfordert strengere Maßnahmen. Aber es wäre fatal, wenn diese erneut den Kinder- und Jugendsport beeinträchtigen würden.
                        
                            Kommentar von Johannes Aumüller",17112021,Sueddeutsche
Nach Union: Auch Hertha mit virtueller Mitgliederversammlung,17112021_11:04,https://www.sueddeutsche.de/sport/fussball-berlin-nach-union-auch-hertha-mit-virtueller-mitgliederversammlung-dpa.urn-newsml-dpa-com-20090101-211117-99-31403,Fußball - Berlin,dpa,,,17112021,Sueddeutsche
"""Es ist sehr traurig, dass wir in Deutschland jetzt so dastehen""",17112021_11:03,https://www.sueddeutsche.de/politik/corona-deutschland-lage-bericht-1.5466048,Leben in der Pandemie,,"Protokolle: Julia Hippert, Martin Mühlfenzl und Kassian Stroh","Der Arzt, der auf die Welle wartet. Die Osteopathin, die sich nicht impfen lassen kann. Die Frau, die ihre Eltern seit drei Jahren nicht gesehen hat. Wie geht es den Menschen gerade? Sechs persönliche Schilderungen.
                        
                            Protokolle: Julia Hippert, Martin Mühlfenzl und Kassian Stroh",17112021,Sueddeutsche
Warum Otto früh auf Nachhaltigkeit setzte,17112021_11:03,https://www.sueddeutsche.de/wirtschaft/otto-group-nachhaltigkeit-michael-otto-stiftung-2-grad-1.5466202,Versandhandel,,"Von Michael Kläsgen, Berlin","Michael Otto, langjähriger Chef der Otto Group, hat schon in den 80er-Jahren bei seinem Versandhandel Umweltschutz zum Unternehmensziel gemacht. Jetzt schickt er einen Apell an die Ampel-Parteien. 
                        
                            Von Michael Kläsgen, Berlin",17112021,Sueddeutsche
"Lob für Füchse nach Plock-Kraftakt: ""Überragend gemacht""",17112021_11:02,https://www.sueddeutsche.de/sport/handball-berlin-lob-fuer-fuechse-nach-plock-kraftakt-ueberragend-gemacht-dpa.urn-newsml-dpa-com-20090101-211117-99-31354,Handball - Berlin,dpa,,,17112021,Sueddeutsche
Österreich verschärft Corona-Regeln für die Einreise,17112021_09:46,https://www.sueddeutsche.de/gesundheit/gesundheit-oesterreich-verschaerft-corona-regeln-fuer-die-einreise-dpa.urn-newsml-dpa-com-20090101-211117-99-28052,Gesundheit,dpa,,,17112021,Sueddeutsche
Hansa Rostock verschiebt seine Mitgliederversammlung,17112021_09:45,https://www.sueddeutsche.de/sport/fussball-rostock-hansa-rostock-verschiebt-seine-mitgliederversammlung-dpa.urn-newsml-dpa-com-20090101-211117-99-31341,Fußball - Rostock,dpa,,,17112021,Sueddeutsche
Aaron Hunt: Neuer Vertrag im Januar oder Karriere-Ende,17112021_09:44,https://www.sueddeutsche.de/sport/fussball-hamburg-aaron-hunt-neuer-vertrag-im-januar-oder-karriere-ende-dpa.urn-newsml-dpa-com-20090101-211117-99-31318,Fußball - Hamburg,dpa,,,17112021,Sueddeutsche
Thüringer Linke verkürzt Parteitag wegen der Corona-Pandemie,17112021_09:43,https://www.sueddeutsche.de/politik/parteien-erfurt-thueringer-linke-verkuerzt-parteitag-wegen-der-corona-pandemie-dpa.urn-newsml-dpa-com-20090101-211117-99-31310,Parteien - Erfurt,dpa,,,17112021,Sueddeutsche
Bayern-Spiel schönes Erlebnis: Jaeckel gelassen vor Derby,17112021_09:42,https://www.sueddeutsche.de/sport/fussball-berlin-bayern-spiel-schoenes-erlebnis-jaeckel-gelassen-vor-derby-dpa.urn-newsml-dpa-com-20090101-211117-99-31266,Fußball - Berlin,dpa,,,17112021,Sueddeutsche
2G-Ausnahme für minderjährige Schüler in Bayerns Gastronomie,17112021_09:41,https://www.sueddeutsche.de/bayern/gesundheit-muenchen-2g-ausnahme-fuer-minderjaehrige-schueler-in-bayerns-gastronomie-dpa.urn-newsml-dpa-com-20090101-211117-99-31278,Gesundheit - München,dpa,,,17112021,Sueddeutsche
Rathaussessel in Niederstetten bleibt verwaist,17112021_09:40,https://www.sueddeutsche.de/politik/kommunen-niederstetten-rathaussessel-in-niederstetten-bleibt-verwaist-dpa.urn-newsml-dpa-com-20090101-211117-99-31261,Kommunen - Niederstetten,dpa,,,17112021,Sueddeutsche
DEL: Iserlohn verpflichtet Ex-Krefelder Schymainski,17112021_09:39,https://www.sueddeutsche.de/sport/eishockey-iserlohn-del-iserlohn-verpflichtet-ex-krefelder-schymainski-dpa.urn-newsml-dpa-com-20090101-211117-99-31257,Eishockey - Iserlohn,dpa,,,17112021,Sueddeutsche
Tödlicher Arbeitsunfall bei Kran-Arbeiten,17112021_09:38,https://www.sueddeutsche.de/panorama/unfaelle-aachen-toedlicher-arbeitsunfall-bei-kran-arbeiten-dpa.urn-newsml-dpa-com-20090101-211117-99-31239,Unfälle - Aachen,dpa,,,17112021,Sueddeutsche
Kreis Sonneberg überschreitet bei Inzidenz die 1000er-Marke,17112021_09:38,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-kreis-sonneberg-ueberschreitet-bei-inzidenz-die-1000er-marke-dpa.urn-newsml-dpa-com-20090101-211117-99-31229,Gesundheit - Berlin,dpa,,,17112021,Sueddeutsche
Bund der Steuerzahler rügt Nachtragshaushalt,17112021_09:37,https://www.sueddeutsche.de/wirtschaft/finanzen-magdeburg-bund-der-steuerzahler-ruegt-nachtragshaushalt-dpa.urn-newsml-dpa-com-20090101-211117-99-31227,Finanzen - Magdeburg,dpa,,,17112021,Sueddeutsche
Gesundheitsministerin erwartet schärfere Corona-Regeln,17112021_09:35,https://www.sueddeutsche.de/gesundheit/gesundheit-potsdam-gesundheitsministerin-erwartet-schaerfere-corona-regeln-dpa.urn-newsml-dpa-com-20090101-211117-99-31213,Gesundheit - Potsdam,dpa,,,17112021,Sueddeutsche
Bischof Ackermann gedenkt Opfer sexuellen Missbrauchs,17112021_09:35,https://www.sueddeutsche.de/panorama/kirche-trier-bischof-ackermann-gedenkt-opfer-sexuellen-missbrauchs-dpa.urn-newsml-dpa-com-20090101-211117-99-31181,Kirche - Trier,dpa,,,17112021,Sueddeutsche
Stiko-Chef deutet Ausweitung der Booster-Empfehlung an,17112021_09:35,https://www.sueddeutsche.de/gesundheit/gesundheit-stiko-chef-deutet-ausweitung-der-booster-empfehlung-an-dpa.urn-newsml-dpa-com-20090101-211117-99-29838,Gesundheit,dpa,,,17112021,Sueddeutsche
Ehepaar soll mit Drogen und gefälschten Impfpässen gehandelt haben,17112021_09:34,https://www.sueddeutsche.de/bayern/erding-polizei-drogen-gefaelschte-impfpaesse-1.5466161,Erding,,,"Ermittler fanden in ihrer Wohnung und im gemeinsamen Geschäft zudem eine Schreckschusspistole und ein Springmesser, wie die Polizei mitteilte. Das Ehepaar wurde nach der Durchsuchung festgenommen.",17112021,Sueddeutsche
20 Anschläge auf Büros von Parteien und Abgeordneten,17112021_09:34,https://www.sueddeutsche.de/politik/parteien-potsdam-20-anschlaege-auf-bueros-von-parteien-und-abgeordneten-dpa.urn-newsml-dpa-com-20090101-211117-99-31143,Parteien - Potsdam,dpa,,,17112021,Sueddeutsche
Mehrere Verletzte nach Unfall im südlichen Oberbayern,17112021_09:32,https://www.sueddeutsche.de/bayern/unfaelle-bad-toelz-mehrere-verletzte-nach-unfall-im-suedlichen-oberbayern-dpa.urn-newsml-dpa-com-20090101-211117-99-31141,Unfälle - Bad Tölz,dpa,,,17112021,Sueddeutsche
Zehn Tote in überfülltem Migrantenboot vor Libyen,17112021_09:30,https://www.sueddeutsche.de/politik/migration-zehn-tote-in-ueberfuelltem-migrantenboot-vor-libyen-dpa.urn-newsml-dpa-com-20090101-211117-99-30891,Migration,dpa,,,17112021,Sueddeutsche
Pferde gehen durch - 63-Jähriger schwer verletzt,17112021_09:27,https://www.sueddeutsche.de/panorama/unfaelle-penig-pferde-gehen-durch-63-jaehriger-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211117-99-31073,Unfälle - Penig,dpa,,,17112021,Sueddeutsche
Hessen will Zahl der Corona-Impfungen deutlich steigern,17112021_09:26,https://www.sueddeutsche.de/gesundheit/gesundheit-wiesbaden-hessen-will-zahl-der-corona-impfungen-deutlich-steigern-dpa.urn-newsml-dpa-com-20090101-211117-99-31041,Gesundheit - Wiesbaden,dpa,,,17112021,Sueddeutsche
Wohin steuert die Bahn?,17112021_09:25,https://www.sueddeutsche.de/wirtschaft/deutsche-bahn-zerschlagung-verkehrswende-1.5465886,Deutsche Bahn,,"Von Markus Balser, Berlin","Der Deutschen Bahn droht mit einer neuen Regierung ein gewaltiger Umbau. Gewerkschaften und Betriebsräte protestieren bereits. Doch auch im Konzern wachsen die Zweifel, ob ein ""Weiter so"" reicht.
                        
                            Von Markus Balser, Berlin",17112021,Sueddeutsche
CDU-Politiker Amthor soll Führerschein abgeben,17112021_09:24,https://www.sueddeutsche.de/panorama/cdu-politiker-amthor-soll-fuehrerschein-abgeben-1.5466194,,,,"Video
                    
                    
                        Wegen zu schnellen Fahrens soll der CDU-Bundestagsabgeordnete Philipp Amthor seinen Führerschein für einen Monat abgeben und eine Geldstrafe von 450 Euro zahlen.",17112021,Sueddeutsche
Heidi Klum: Neue GNTM-Staffel mit Älteren und Kurvigen,17112021_09:24,https://www.sueddeutsche.de/leben/leute-heidi-klum-neue-gntm-staffel-mit-aelteren-und-kurvigen-dpa.urn-newsml-dpa-com-20090101-211117-99-30952,Leute,dpa,,,17112021,Sueddeutsche
"Wolf streift durch Gehöft - Landesamt: ""keine Gefährdung""",17112021_09:24,https://www.sueddeutsche.de/bayern/tiere-wolf-streift-durch-gehoeft-landesamt-keine-gefaehrdung-dpa.urn-newsml-dpa-com-20090101-211117-99-31012,Tiere,dpa,,,17112021,Sueddeutsche
Schlemmerfilet selbstgemacht,17112021_09:24,https://sz-magazin.sueddeutsche.de/das-kochquartett/rezept-einfacher-fisch-auflauf-gratin-aus-dem-ofen-90850,Das Kochquartett,,Von Christian Jürgens,"Es ist eine heimliche Obsession von vielen: das Schlemmerfilet aus der Alu-Schale. Wenn man sich diese aber sparen möchte und auch beim Fisch Wert auf Qualität legt, ist das Ofenfisch-Rezept unseres Kochkolumnisten die perfekte Alternative.
                        
                            Von Christian Jürgens",17112021,Sueddeutsche
"Nach erfolgreicher WM-Quali: Van Gaal gesteht ""Angst""",17112021_09:23,https://www.sueddeutsche.de/sport/fussball-nach-erfolgreicher-wm-quali-van-gaal-gesteht-angst-dpa.urn-newsml-dpa-com-20090101-211117-99-29316,Fußball,dpa,,,17112021,Sueddeutsche
"Vergangenheit, die nicht vergeht",17112021_09:22,https://www.sueddeutsche.de/kultur/wehrmachtsausstellung-20-jahrestag-debatten-1.5465710,Zwanzig Jahre Wehrmachtsausstellung,,Von Kurt Kister,"Die erste Wehrmachtsausstellung in Deutschland führte zu einer wütenden, aber nötigen Kontroverse. Warum ausgerechnet ein erbitterter Gegner der Veranstaltung zu ihrem Erfolg beitrug.
                        
                            Von Kurt Kister",17112021,Sueddeutsche
"""Ich bin kein Autofreak""",17112021_09:21,https://www.sueddeutsche.de/wirtschaft/adac-motorsport-verkehrswende-1.5465397,Mittwochsporträt,,Von Uwe Ritzer,"Christian Reinicke ist seit einem halben Jahr ADAC-Präsident. Dabei macht er vieles anders als seine Vorgänger. Welchen Plan hat er für einen Automobilclub in Zeiten des Klimawandels? Zeit für eine Zugfahrt.
                        
                            Von Uwe Ritzer",17112021,Sueddeutsche
Weil sieht hohe Hürden für allgemeine Impfpflicht,17112021_09:17,https://www.sueddeutsche.de/gesundheit/gesundheit-hannover-weil-sieht-hohe-huerden-fuer-allgemeine-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211117-99-30931,Gesundheit - Hannover,dpa,,,17112021,Sueddeutsche
Schweinepest-Fall: Schlachtbeschränkungen für 20 Betriebe,17112021_09:15,https://www.sueddeutsche.de/wirtschaft/agrar-guestrow-schweinepest-fall-schlachtbeschraenkungen-fuer-20-betriebe-dpa.urn-newsml-dpa-com-20090101-211117-99-30199,Agrar - Güstrow,dpa,,,17112021,Sueddeutsche
