Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Schlangenlinien: Polizei stoppt betrunkenen Lkw-Fahrer,20012022_11:02,https://www.sueddeutsche.de/wirtschaft/verkehr-dortmund-schlangenlinien-polizei-stoppt-betrunkenen-lkw-fahrer-dpa.urn-newsml-dpa-com-20090101-220120-99-782209,Verkehr - Dortmund,dpa,,,20012022,Sueddeutsche,wirtschaft
Wie gehe ich mit einer hitzigen Führungskraft um?,20012022_11:02,https://www.sueddeutsche.de/karriere/arbeit-wie-gehe-ich-mit-einer-hitzigen-fuehrungskraft-um-dpa.urn-newsml-dpa-com-20090101-220120-99-782336,Arbeit,dpa,,,20012022,Sueddeutsche,karriere
Wer gewinnt hier?,20012022_10:59,https://www.sueddeutsche.de/projekte/artikel/muenchen/feldkirchen-muenchen-streit-um-bauland-e512479/,Streit um Bauland,,Von Leo Kilz,"In Feldkirchen bei München protestieren Bürger - nicht nur gegen ein Seniorenwohnheim: über Pläne unter Ausschluss der Öffentlichkeit, Zweifel an Investoren, ungewollte Nähe zur AfD und den ""Paten von der Saar"".
                        
                            Von Leo Kilz",20012022,Sueddeutsche,projekte
Mutmaßlicher Automatensprenger ausgeliefert: Prozess,20012022_10:58,https://www.sueddeutsche.de/panorama/kriminalitaet-guetersloh-mutmasslicher-automatensprenger-ausgeliefert-prozess-dpa.urn-newsml-dpa-com-20090101-220120-99-782211,Kriminalität - Gütersloh,dpa,,,20012022,Sueddeutsche,panorama
Studie: Viele Impfreaktionen wohl durch Nocebo-Effekt,20012022_10:58,https://www.sueddeutsche.de/gesundheit/gesundheit-studie-viele-impfreaktionen-wohl-durch-nocebo-effekt-dpa.urn-newsml-dpa-com-20090101-220120-99-779919,Gesundheit,dpa,,,20012022,Sueddeutsche,gesundheit
Täter sprengen Geldautomaten in Wolfsburg,20012022_10:57,https://www.sueddeutsche.de/panorama/kriminalitaet-wolfsburg-taeter-sprengen-geldautomaten-in-wolfsburg-dpa.urn-newsml-dpa-com-20090101-220120-99-782212,Kriminalität - Wolfsburg,dpa,,,20012022,Sueddeutsche,panorama
Stark-Watzinger will Schulen offen halten,20012022_10:57,https://www.sueddeutsche.de/politik/stark-watzinger-will-schulen-offen-halten-1.5511397,,,,"Video
                    
                    
                        Die Bundesbildungsministerin setzt auf Präsenzunterricht mit Hygienemaßnahmen.",20012022,Sueddeutsche,politik
Rekord-Güterumschlag im Hafen: Tourismus wieder in Fahrt,20012022_10:56,https://www.sueddeutsche.de/wirtschaft/handel-kiel-rekord-gueterumschlag-im-hafen-tourismus-wieder-in-fahrt-dpa.urn-newsml-dpa-com-20090101-220120-99-782036,Handel - Kiel,dpa,,,20012022,Sueddeutsche,wirtschaft
Museen fordern Ende von 2-G-plus,20012022_10:56,https://www.sueddeutsche.de/bayern/corona-bayern-news-aktuell-inzidenz-1000-museen-1.5504051,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"""Dramatischer Rückgang"" der Besucherzahlen: In einem Offenen Brief machen die bayerischen Museen auf die prekäre Lage in ihren Häusern aufmerksam. In drei Landkreisen in Bayern steigt die Inzidenz über 1000. 
                        
                            Alle Entwicklungen im Überblick",20012022,Sueddeutsche,bayern
Brand in Frankfurter Hochhaus: Mehrere Verletzte,20012022_10:55,https://www.sueddeutsche.de/panorama/notfaelle-frankfurt-am-main-brand-in-frankfurter-hochhaus-mehrere-verletzte-dpa.urn-newsml-dpa-com-20090101-220120-99-782234,Notfälle - Frankfurt am Main,dpa,,,20012022,Sueddeutsche,panorama
"""Uns war die Position der Stärke wichtig""",20012022_10:54,https://www.sueddeutsche.de/muenchen/muenchen-inklusion-plakate-stiftung-pfennigparade-1.5511077,Inklusion,,Von Elisabeth Fleschutz,"Mit einer Werbekampagne zeigt die Stiftung Pfennigparade die Talente von Menschen mit Behinderungen. Ziel ist, Berührungsängste abzubauen.
                        
                            Von Elisabeth Fleschutz",20012022,Sueddeutsche,muenchen
Fernseher gegen Frust für corona-isolierte Häftlinge,20012022_10:53,https://www.sueddeutsche.de/panorama/justiz-hamburg-fernseher-gegen-frust-fuer-corona-isolierte-haeftlinge-dpa.urn-newsml-dpa-com-20090101-220120-99-782037,Justiz - Hamburg,dpa,,,20012022,Sueddeutsche,panorama
Krankenkassenbeiträge: Millionen müssen mehr zahlen,20012022_10:53,https://www.sueddeutsche.de/panorama/krankenkassenbeitraege-millionen-muessen-mehr-zahlen-1.5511393,,,,"Video
                    
                    
                        Die gesetzliche Krankenversicherung (GKV) fürchtet in diesem Jahr ein Milliardendefizit. Der Schätzerkreis aus Experten von Bundesgesundheitsministerium, Bundesamt für Soziale Sicherung und GKV-Spitzenverband hatte im Herbst einen zusätzlichen Finanzbedarf von sieben Milliarden Euro prognostiziert.",20012022,Sueddeutsche,panorama
Lieferengpässe und Corona trüben Erwartungen der Wirtschaft,20012022_10:52,https://www.sueddeutsche.de/wirtschaft/konjunktur-hamburg-lieferengpaesse-und-corona-trueben-erwartungen-der-wirtschaft-dpa.urn-newsml-dpa-com-20090101-220120-99-782038,Konjunktur - Hamburg,dpa,,,20012022,Sueddeutsche,wirtschaft
HSV in Bestbesetzung gegen den Stadtrivalen FC St. Pauli,20012022_10:51,https://www.sueddeutsche.de/sport/fussball-hamburg-hsv-in-bestbesetzung-gegen-den-stadtrivalen-fc-st-pauli-dpa.urn-newsml-dpa-com-20090101-220120-99-782039,Fußball - Hamburg,dpa,,,20012022,Sueddeutsche,sport
Auf den Spuren des ältesten Mannes der Welt,20012022_10:51,https://www.sueddeutsche.de/bayern/landkreis-schwandorf-ahnenforschung-abdecker-ponholz-1.5511103,Ahnenforschung,,"Von Hans Kratzer, Ponholz","Als Christine Obermeier ihre Familiengeschichte erforscht, erlebt sie eine große Überraschung: Nicht nur waren ihre Vorfahren Abdecker - Menschen, die Tierkadaver entsorgten und als Gesindel galten. Einer von ihnen wurde 120 Jahre alt. 
                        
                            Von Hans Kratzer, Ponholz",20012022,Sueddeutsche,bayern
Bayern legt Habeck bald Ausbau-Vorschläge für Windkraft vor,20012022_10:50,https://www.sueddeutsche.de/bayern/energie-muenchen-bayern-legt-habeck-bald-ausbau-vorschlaege-fuer-windkraft-vor-dpa.urn-newsml-dpa-com-20090101-220120-99-780608,Energie - München,dpa,,,20012022,Sueddeutsche,bayern
Günther: Menschen mit Arbeit der Jamaika-Koalition zufrieden,20012022_10:50,https://www.sueddeutsche.de/politik/wahlen-kiel-guenther-menschen-mit-arbeit-der-jamaika-koalition-zufrieden-dpa.urn-newsml-dpa-com-20090101-220120-99-782040,Wahlen - Kiel,dpa,,,20012022,Sueddeutsche,politik
Baden-Württemberg hält an 2G-Regel im Einzelhandel fest,20012022_10:49,https://www.sueddeutsche.de/bayern/handel-muenchen-baden-wuerttemberg-haelt-an-2g-regel-im-einzelhandel-fest-dpa.urn-newsml-dpa-com-20090101-220120-99-781323,Handel - München,dpa,,,20012022,Sueddeutsche,bayern
So trainieren Sie erwachsenen Hunden das Bellen ab,20012022_10:49,https://www.sueddeutsche.de/leben/tiere-so-trainieren-sie-erwachsenen-hunden-das-bellen-ab-dpa.urn-newsml-dpa-com-20090101-220120-99-782164,Tiere,dpa,,,20012022,Sueddeutsche,leben
"Lotto-Jackpot: 7,5 Millionen Euro gehen nach Oberfranken",20012022_10:48,https://www.sueddeutsche.de/bayern/buntes-muenchen-lotto-jackpot-75-millionen-euro-gehen-nach-oberfranken-dpa.urn-newsml-dpa-com-20090101-220120-99-781324,Buntes - München,dpa,,,20012022,Sueddeutsche,bayern
"Schultz sieht im HSV weiter den ""großen Verein der Stadt""",20012022_10:47,https://www.sueddeutsche.de/sport/fussball-hamburg-schultz-sieht-im-hsv-weiter-den-grossen-verein-der-stadt-dpa.urn-newsml-dpa-com-20090101-220120-99-781784,Fußball - Hamburg,dpa,,,20012022,Sueddeutsche,sport
"""Unsere Strategie ist nicht Wachstum um jeden Preis""",20012022_10:47,https://www.sueddeutsche.de/wirtschaft/mytheresa-boerse-new-york-mode-onlinehandel-1.5510996,Onlinehandel,,Von Caspar Busse,"Vor einem Jahr ist die Münchner Firma Mytheresa an die Börse in New York gegangen. Die Geschäfte laufen in der Pandemie gut, sagt Firmenchef Michael Kliger. Nur der Aktienkurs ist im Keller. Warum?
                        
                            Von Caspar Busse",20012022,Sueddeutsche,wirtschaft
Hannover 96 löst Vertrag mit Geschäftsführer Schäfer auf,20012022_10:46,https://www.sueddeutsche.de/sport/fussball-hannover-hannover-96-loest-vertrag-mit-geschaeftsfuehrer-schaefer-auf-dpa.urn-newsml-dpa-com-20090101-220120-99-781778,Fußball - Hannover,dpa,,,20012022,Sueddeutsche,sport
Inflation in Eurozone steigt auf Rekordwert von 5 Prozent,20012022_10:46,https://www.sueddeutsche.de/wirtschaft/verbraucher-inflation-in-eurozone-steigt-auf-rekordwert-von-5-prozent-dpa.urn-newsml-dpa-com-20090101-220120-99-781628,Verbraucher,dpa,,,20012022,Sueddeutsche,wirtschaft
Umweltministerium gibt zwei weitere Wölfe zum Abschuss frei,20012022_10:45,https://www.sueddeutsche.de/leben/tiere-hannover-umweltministerium-gibt-zwei-weitere-woelfe-zum-abschuss-frei-dpa.urn-newsml-dpa-com-20090101-220120-99-781780,Tiere - Hannover,dpa,,,20012022,Sueddeutsche,leben
28 Windenergieanlagen im Jahr 2021 im Südwesten gebaut,20012022_10:45,https://www.sueddeutsche.de/wirtschaft/energie-berlin-28-windenergieanlagen-im-jahr-2021-im-suedwesten-gebaut-dpa.urn-newsml-dpa-com-20090101-220120-99-781397,Energie - Berlin,dpa,,,20012022,Sueddeutsche,wirtschaft
Niedersachsen Spitzenreiter beim Zubau von Windkraftleistung,20012022_10:45,https://www.sueddeutsche.de/wirtschaft/energie-niedersachsen-spitzenreiter-beim-zubau-von-windkraftleistung-dpa.urn-newsml-dpa-com-20090101-220120-99-781782,Energie,dpa,,,20012022,Sueddeutsche,wirtschaft
Auffahrunfall in Tunnel auf A8: Wieder freigegeben,20012022_10:43,https://www.sueddeutsche.de/wirtschaft/verkehr-auffahrunfall-in-tunnel-auf-a8-wieder-freigegeben-dpa.urn-newsml-dpa-com-20090101-220120-99-781398,Verkehr,dpa,,,20012022,Sueddeutsche,wirtschaft
Mehr als 10.000 Neuinfizierte: Inzidenz steigt,20012022_10:43,https://www.sueddeutsche.de/gesundheit/gesundheit-hannover-mehr-als-10000-neuinfizierte-inzidenz-steigt-dpa.urn-newsml-dpa-com-20090101-220120-99-781781,Gesundheit - Hannover,dpa,,,20012022,Sueddeutsche,gesundheit
Bus überfährt Bein von Neunjährigem: Schwer verletzt,20012022_10:40,https://www.sueddeutsche.de/panorama/unfaelle-havixbeck-bus-ueberfaehrt-bein-von-neunjaehrigem-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-220120-99-781774,Unfälle - Havixbeck,dpa,,,20012022,Sueddeutsche,panorama
Einbrecher durchwühlen Wohnung: Bewohner sind nebenan,20012022_10:38,https://www.sueddeutsche.de/panorama/kriminalitaet-bergisch-gladbach-einbrecher-durchwuehlen-wohnung-bewohner-sind-nebenan-dpa.urn-newsml-dpa-com-20090101-220120-99-781936,Kriminalität - Bergisch Gladbach,dpa,,,20012022,Sueddeutsche,panorama
Mihambo: Sprint in Berlin und Sprung in Düsseldorf,20012022_10:36,https://www.sueddeutsche.de/sport/leichtathletik-berlin-mihambo-sprint-in-berlin-und-sprung-in-duesseldorf-dpa.urn-newsml-dpa-com-20090101-220120-99-781531,Leichtathletik - Berlin,dpa,,,20012022,Sueddeutsche,sport
Israel: Milliardenschwerer U-Boot-Deal mit Deutschland,20012022_10:35,https://www.sueddeutsche.de/wirtschaft/ruestungsindustrie-israel-milliardenschwerer-u-boot-deal-mit-deutschland-dpa.urn-newsml-dpa-com-20090101-220120-99-780211,Rüstungsindustrie,dpa,,,20012022,Sueddeutsche,wirtschaft
Barça trennt sich von Ex-BVB-Profi Dembélé,20012022_10:35,https://www.sueddeutsche.de/sport/fussball-bara-trennt-sich-von-ex-bvb-profi-dembl-dpa.urn-newsml-dpa-com-20090101-220120-99-781747,Fußball,dpa,,,20012022,Sueddeutsche,sport
Was sich aus vergangenen Katastrophen lernen lässt,20012022_10:35,https://www.sueddeutsche.de/kultur/neill-ferguson-doom-coronakrise-1.5509875,"Niall Fergusons Sachbuch ""Doom""",,Von Michael Mönninger,"Erdbeben, Hungersnöte, Kriege, Atomunfälle: Eigentlich hat die Menschheit Erfahrung mit Desastern. Aber lassen sich daraus Schlüsse für den Umgang mit der Corona-Pandemie ziehen? Das versucht jedenfalls der britische Wirtschaftshistoriker Niall Ferguson.
                        
                            Von Michael Mönninger",20012022,Sueddeutsche,kultur
Werften-Insolvenz: Handwerkskammern wollen Azubis helfen,20012022_10:35,https://www.sueddeutsche.de/wirtschaft/schiffbau-rostock-werften-insolvenz-handwerkskammern-wollen-azubis-helfen-dpa.urn-newsml-dpa-com-20090101-220120-99-781885,Schiffbau - Rostock,dpa,,,20012022,Sueddeutsche,wirtschaft
Wenn es brennt,20012022_10:34,https://www.sueddeutsche.de/wirtschaft/versicherung-elementarschaeden-kosten-1.5511378,Versicherungen,,Von Anne-Christin Gröger,"Ein Weihnachtsbaum geht in Flammen auf, das Feuer zerstört das Haus. Kann passieren. Gut, wenn Eigentümer dann richtig versichert sind. 
                        
                            Von Anne-Christin Gröger",20012022,Sueddeutsche,wirtschaft
Hannover 96 löst Vertrag mit Geschäftsführer Schäfer auf,20012022_10:34,https://www.sueddeutsche.de/sport/fussball-hannover-96-loest-vertrag-mit-geschaeftsfuehrer-schaefer-auf-dpa.urn-newsml-dpa-com-20090101-220120-99-781835,Fußball,dpa,,,20012022,Sueddeutsche,sport
Kunsthistorikerin Savoy bekommt Kasseler Bürgerpreis,20012022_10:32,https://www.sueddeutsche.de/leben/auszeichnungen-kassel-kunsthistorikerin-savoy-bekommt-kasseler-buergerpreis-dpa.urn-newsml-dpa-com-20090101-220120-99-781840,Auszeichnungen - Kassel,dpa,,,20012022,Sueddeutsche,leben
Bundestagswahl 2021: Vor allem Leute unter 30 wählten nicht,20012022_10:30,https://www.sueddeutsche.de/politik/wahlen-halle-saale-bundestagswahl-2021-vor-allem-leute-unter-30-waehlten-nicht-dpa.urn-newsml-dpa-com-20090101-220120-99-781769,Wahlen - Halle (Saale),dpa,,,20012022,Sueddeutsche,politik
Barcelona wirft Dembélé raus,20012022_10:29,https://www.sueddeutsche.de/sport/fussball-barcelona-wirft-dembele-raus-1.5511370,Fußball,,Meldungen in der Übersicht,"Der frühere Dortmunder soll den Klub verlassen - und wird aus dem Kader verbannt. Ronaldo regt sich über Rangnicks Auswechslung auf. In Hannover passiert nach Pokaltriumph Kurioses. 
                        
                            Meldungen in der Übersicht",20012022,Sueddeutsche,sport
Stadt Rostock kann über Kauf des Ostseestadions verhandeln,20012022_10:28,https://www.sueddeutsche.de/sport/fussball-rostock-stadt-rostock-kann-ueber-kauf-des-ostseestadions-verhandeln-dpa.urn-newsml-dpa-com-20090101-220120-99-781771,Fußball - Rostock,dpa,,,20012022,Sueddeutsche,sport
Trauer um Weltstar aus Deutschland: Hardy Krüger ist tot,20012022_10:27,https://www.sueddeutsche.de/kultur/film-hamburg-trauer-um-weltstar-aus-deutschland-hardy-krueger-ist-tot-dpa.urn-newsml-dpa-com-20090101-220120-99-780141,Film - Hamburg,dpa,,,20012022,Sueddeutsche,kultur
Biden irritiert mit Ukraine-Aussage,20012022_10:26,https://www.sueddeutsche.de/politik/biden-irritiert-mit-ukraine-aussage-1.5511371,,,,"Video
                    
                    
                        Der 79-Jährige unterschied bei einem möglichen russischen Angriff auf die Ukraine zwischen einem Grenzübertritt und einer größeren Invasion.",20012022,Sueddeutsche,politik
Ellenlanger E-Roller,20012022_10:26,https://www.sueddeutsche.de/auto/bmw-motorroller-ce-1.5511316,Schon gefahren: BMW CE 04,,Von Peter Ilg,"Mit dem CE 04 bringt BMW in diesem Frühjahr einen elektrischen Motorroller mit ausreichender Reichweite und futuristischem Design - der auch für Autofahrer interessant sein kann. 
                        
                            Von Peter Ilg",20012022,Sueddeutsche,auto
2021 deutlich weniger neue Windräder im Nordosten gebaut,20012022_10:25,https://www.sueddeutsche.de/wirtschaft/energie-berlin-2021-deutlich-weniger-neue-windraeder-im-nordosten-gebaut-dpa.urn-newsml-dpa-com-20090101-220120-99-781690,Energie - Berlin,dpa,,,20012022,Sueddeutsche,wirtschaft
THW-Geschäftsführer Szilagyi rechnet mit Absagen in der Liga,20012022_10:23,https://www.sueddeutsche.de/sport/handball-thw-geschaeftsfuehrer-szilagyi-rechnet-mit-absagen-in-der-liga-dpa.urn-newsml-dpa-com-20090101-220120-99-781714,Handball,dpa,,,20012022,Sueddeutsche,sport
Zoll stoppt Fahrer mit Hunderttausenden Potenzpillen im Auto,20012022_10:23,https://www.sueddeutsche.de/panorama/kriminalitaet-dettingen-an-der-iller-zoll-stoppt-fahrer-mit-hunderttausenden-potenzpillen-im-auto-dpa.urn-newsml-dpa-com-20090101-220120-99-781093,Kriminalität - Dettingen an der Iller,dpa,,,20012022,Sueddeutsche,panorama
Deutschland - ein Windradland,20012022_10:21,https://www.sueddeutsche.de/politik/windraeder-klimawandel-energiewende-1.5511293,Energiewende,,Von Thomas Hummel,"Es werde nicht ohne Zumutungen gehen, sagte Robert Habeck. 30 000 Windräder stehen bereits in Deutschland - und es sollen noch mehr werden. Was kommt hier auf das Land zu? Antworten auf die wichtigsten Fragen.
                        
                            Von Thomas Hummel",20012022,Sueddeutsche,politik
