Titel,URL,Date_Info,News_page,Kategorie,author
Gegen den Turbokonsum am »Black Friday«: Was es mit den »Kauf-nix-Tagen« auf sich hat,https://www.spiegel.de/wirtschaft/service/gegen-den-turbokonsum-am-black-friday-was-es-mit-den-kauf-nix-tagen-auf-sich-hat-a-3b22b9ab-71a2-4048-97ac-d290c1f0949a,21112021_08:40 ,Spiegel,wirtschaft,
Sorge um Tennisspielerin: Chinas Staatsmedien präsentieren neues Video Peng Shuai,https://www.spiegel.de/sport/tennis/china-peng-shuai-wird-auf-weiterem-video-von-staatsmedien-praesentiert-a-526a9f9b-884b-4bec-9429-c965171d56d4,21112021_08:09 ,Spiegel,sport,
Studie zur Akzeptanz: Politische Polarisierung in Deutschland nimmt zu,https://www.spiegel.de/politik/deutschland/deutschland-politische-polarisierung-nimmt-laut-neuer-studie-zu-a-a31472f0-1191-4eeb-98c7-71ecb4a98751,21112021_08:01 ,Spiegel,politik,
Schwere Unruhen: Jugendliche in Niederlanden randalieren erneut gegen Corona-Maßnahmen,https://www.spiegel.de/ausland/niederlande-jugendliche-randalieren-erneut-gegen-corona-massnahmen-a-415be2f1-f145-432c-a6f3-be59661da478,21112021_07:35 ,Spiegel,ausland,
"Jugendbuchautor Femi Fadugba: »Physik ist wie Poesie, nur umgekehrt«",https://www.spiegel.de/kultur/literatur/femi-fadugba-physik-ist-wie-poesie-nur-umgekehrt-a-97232908-cdb7-4c99-96e2-c5f69c5f5a8e,21112021_07:27 ,Spiegel,kultur,Ein Interview von Agnes Sonntag
Ex-Vizekanzler Busek über Österreichs Korruptionsaffäre: »So sind wir leider«,https://www.spiegel.de/ausland/oesterreich-ex-vizekanzler-erhard-busek-ueber-korruption-so-sind-wir-leider-a-2fa60cd6-9c92-4639-bd50-420b6cf1878a,21112021_07:26 ,Spiegel,ausland,"Interview von Oliver Das Gupta, Wien"
"Ein Jahr vor der Fußball-WM in Katar: Ihr Messis und Neuers, erhebt eure Stimme!",https://www.spiegel.de/sport/kommentar-ein-jahr-vor-der-fussball-wm-in-katar-ihr-messis-und-neuers-erhebt-eure-stimme-a-7621f07a-912b-488e-b0c3-0674d862ddbc,21112021_07:23 ,Spiegel,sport,
Daten zu Corona-Immunität: Wie Impfen schützt,https://www.spiegel.de/wissenschaft/medizin/corona-impfungen-hoher-schutz-wenn-rechtzeitig-geboostert-wird-a-e3c90e4b-8d93-4619-806f-35aa9a679db8,21112021_07:17 ,Spiegel,wissenschaft,Von Marcel Pauly
+++ Corona-News +++: RKI meldet erneut Inzidenz-Höchstwert,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-sonntag-rki-meldet-neue-inzidenz-bei-372-7-a-f47b60cf-7398-4a65-80fd-c9b6674a3c0c,21112021_07:15 ,Spiegel,wissenschaft,
Totensonntag und Trauerkultur: »Man kann sogar im Krematorium dabei sein«,https://www.spiegel.de/panorama/gesellschaft/totensonntag-eine-bestatterin-erklaert-die-bedeutung-a-18f8bbb8-ea42-4fb7-ae0b-0597bcb2f2e0,21112021_07:09 ,Spiegel,panorama,Ein Interview von Regina Steffens
Müllmonster gewinnt »Masked Singer«: »Das ist die geilste Scheiße«,https://www.spiegel.de/kultur/masked-singer-alexander-klaws-ist-das-muellmonster-und-gewinnt-a-ddcd515b-cfc5-42f7-aa44-7fd6f0d5656b,21112021_07:06 ,Spiegel,kultur,
Halbfinal-Sieg gegen Djoković: Zverev steht im Endspiel der ATP Finals,https://www.spiegel.de/sport/tennis/atp-finals-alexander-zverev-siegt-im-halbfinale-gegen-novak-djokovic-a-214b0031-0189-4fa5-884b-2934881e1dec,21112021_00:11 ,Spiegel,sport,
"Strafstoß in der 99. Minute rettet Werder gegen Schalke: »Das war eine der krassesten Fehlentscheidungen, die ich je gesehen habe«",https://www.spiegel.de/sport/fussball/2-bundesliga-werder-bremen-rettet-remis-gegen-schalke-04-durch-umstrittenen-elfmeter-a-ee033720-f426-4545-a157-d9d0c4f39820,21112021_00:02 ,Spiegel,sport,Von Cedric Voigt
Barcelona siegt im Stadtderby bei Xavis Trainerdebüt: Mit Euphorie und ganz viel Dusel,https://www.spiegel.de/sport/fussball/fc-barcelona-siegt-bei-xavi-trainerdebuet-mit-euphorie-und-ganz-viel-dusel-a-0ca71608-b007-40cd-83f5-74c639263e66,20112021_23:39,Spiegel,sport,
Amerikanischer Mythos Greyhound-Bus: Das schwierige Geschäft mit der Sehnsucht,https://www.spiegel.de/wirtschaft/unternehmen/greyhound-bus-kann-der-deutsche-konkurrent-flixbus-das-unternehmen-zu-alter-groesse-fuehren-a-2ba23125-7294-4d68-85fc-ea28bf0965d8,20112021_23:15,Spiegel,wirtschaft,"Von Ines Zöttl, Washington"
Explosion 2020 in Nashville: Ex-Freundin des Selbstmordattentäters klagt auf Belohnungsgeld,https://www.spiegel.de/ausland/usa-ex-freundin-des-selbstmordattentaeters-von-nashville-klagt-auf-belohnungsgeld-a-3f6fc4e6-4747-45c6-a43c-904c615e18a3,20112021_23:14,Spiegel,ausland,
Experte für islamistischen Terror: Bekannter somalischer Journalist stirbt bei Selbstmordanschlag,https://www.spiegel.de/ausland/somalia-bekannter-somalischer-journalist-stirbt-bei-selbstmordanschlag-in-mogadischu-a-907d65ad-5f6d-4976-bcab-2a9bc5b50c53,20112021_22:32,Spiegel,ausland,
Frankreich: Tausende demonstrieren gegen Gewalt an Frauen,https://www.spiegel.de/ausland/frankreich-tausende-demonstrieren-gegen-gewalt-an-frauen-a-4a1e7c4c-5e0d-48b9-b4f7-fb5f35cdb10d,20112021_22:14,Spiegel,ausland,
107 km/h innerorts: Polens Oppositionsführer Tusk muss Führerschein abgeben,https://www.spiegel.de/ausland/polens-oppositionsfuehrer-donald-tusk-muss-fuehrerschein-abgeben-a-5a06d573-22b8-4138-b958-cf926bda7f7d,20112021_21:21,Spiegel,ausland,
"Premier League: Solskjær bei United vor dem Aus, Liverpool überrollt Arsenal",https://www.spiegel.de/sport/fussball/premier-league-manchester-united-verliert-gegen-watford-fc-liverpool-ueberrollt-fc-arsenal-a-d4f6f6c1-9813-4b25-8bad-28de2113e961,20112021_20:39,Spiegel,sport,
Schweden: Rechtspopulistischer Politiker unter Mordverdacht verhaftet,https://www.spiegel.de/panorama/justiz/mordverdacht-in-schweden-politiker-der-schwedendemokraten-verhaftet-a-f8d235b8-0ed0-4206-ade7-4e27a2263f4f,20112021_20:27,Spiegel,panorama,
Sieg im Stadtderby gegen Hertha BSC: Union ist die Nummer eins in Berlin,https://www.spiegel.de/sport/fussball/fussball-bundesliga-union-berlin-schlaegt-hertha-bsc-im-berlin-derby-verdient-2-0-a-52e531d6-3f93-46e7-a703-168d7d188709,20112021_20:26,Spiegel,sport,
