Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Sollten wir offener über Abtreibungen sprechen?,28112021_11:59,https://jetzt.de/abtreibung/sollten-wir-offener-ueber-abtreibungen-sprechen,Schwangerschaftsabbrüche,,Interview von Gracia Ndona,"Jeanne Diesteldorf sammelt in ihrem Buch sehr unterschiedliche Geschichten von Frauen, die abgetrieben haben. Damit will die Autorin das Thema aus der Tabuecke holen.


                        
                            Interview von Gracia Ndona",28112021,Sueddeutsche,abtreibung
Auf sehr leisen Pfoten,28112021_11:56,https://www.sueddeutsche.de/wissen/goldschakal-breitet-sich-in-deutschland-aus-tierart-1.5473222,Arten,,Von Thomas Krumenacker,"Deutschland hat eine neue Tierart: Erstmals konnte die Fortpflanzung von Goldschakalen nachgewiesen werden. Gehäufte Beobachtungen in den vergangenen Jahren hatten darauf hingedeutet.
                        
                            Von Thomas Krumenacker",28112021,Sueddeutsche,wissen
Bilder des Tages,28112021_11:55,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-211128-99-170585,Fotografie,dpa,,,28112021,Sueddeutsche,kultur
Bis zu 4650 Euro pro Quadratmeter,28112021_11:52,https://www.sueddeutsche.de/muenchen/wolfratshausen/marktbericht-sparkasse-bad-toelz-wolfratshausen-wohnen-mietpreise-1.5474962,Marktbericht der Sparkasse Bad Tölz-Wolfratshausen,,Von Klaus Schieder,"Das Wohnen im Landkreis ist und bleibt eine teure Angelegenheit. Die Pandemie erschwert die Lage zusätzlich.
                        
                            Von Klaus Schieder",28112021,Sueddeutsche,muenchen
Autofahrer nimmt Rennen gegen Zug auf,28112021_11:47,https://www.sueddeutsche.de/muenchen/starnberg/tutzing-unfall-rennen-zug-1.5474955,Polizei in Tutzing,,,Der 19-Jährige rast mit mehr als einhundert Stundenkilometern durch Tutzing - bevor er gegen einen Stromkasten kracht.,28112021,Sueddeutsche,muenchen
Der große Unterschied: Haaland-Comeback macht BVB Mut,28112021_11:47,https://www.sueddeutsche.de/sport/fussball-der-grosse-unterschied-haaland-comeback-macht-bvb-mut-dpa.urn-newsml-dpa-com-20090101-211128-99-173603,Fußball,dpa,,,28112021,Sueddeutsche,sport
Golfer mit Zauberfüßchen,28112021_11:47,https://www.sueddeutsche.de/sport/bundsliga-bochum-pantovic-1.5474977,VfL Bochum,,Von Ulrich Hartmann,"Milos Pantovic erzielt erneut ein Tor aus sehr großer Distanz und stärkt mit dem Siegtreffer gegen Freiburg die Hoffnungen auf den Bochumer Klassenverbleib. Der Klub entlockt selbst SC-Trainer Streich zarte Gefühle. 
                        
                            Von Ulrich Hartmann",28112021,Sueddeutsche,sport
"Rodler auf dem Podium: Sieg für Ludwig, Loch Zweiter",28112021_11:45,https://www.sueddeutsche.de/sport/rodeln-rodler-auf-dem-podiumsieg-fuer-ludwig-loch-zweiter-dpa.urn-newsml-dpa-com-20090101-211128-99-173631,Rodeln,dpa,,,28112021,Sueddeutsche,sport
Omikron-Virusvariante erreicht Bayern,28112021_11:41,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-omikron-variante-muenchen-1.5469766,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Erste Fälle der neuen Corona-Variante wurden bei Rückkehrern aus Südafrika in München nachgewiesen. Ein Luftwaffen-Airbus fliegt am Nachmittag fünf Covid-Patienten von München nach Hamburg.
                        
                            Alle Entwicklungen im Überblick",28112021,Sueddeutsche,bayern
Woche in NRW startet mit Regen und etwas Schnee im Bergland,28112021_11:40,https://www.sueddeutsche.de/panorama/wetter-essen-woche-in-nrw-startet-mit-regen-und-etwas-schnee-im-bergland-dpa.urn-newsml-dpa-com-20090101-211128-99-173605,Wetter - Essen,dpa,,,28112021,Sueddeutsche,panorama
Frachter muss mit Maschinenausfall in Wismarbucht notankern,28112021_11:38,https://www.sueddeutsche.de/wirtschaft/schifffahrt-wismar-frachter-muss-mit-maschinenausfall-in-wismarbucht-notankern-dpa.urn-newsml-dpa-com-20090101-211128-99-173592,Schifffahrt - Wismar,dpa,,,28112021,Sueddeutsche,wirtschaft
"Glatte Straßen, weiße Pisten - Der Winter ist da",28112021_11:38,https://www.sueddeutsche.de/panorama/unfaelle-glatte-strassen-weisse-pisten-der-winter-ist-da-dpa.urn-newsml-dpa-com-20090101-211128-99-172120,Unfälle,dpa,,,28112021,Sueddeutsche,panorama
Corona-Lage in Niedersachsen verschlechtert sich weiter,28112021_11:37,https://www.sueddeutsche.de/gesundheit/gesundheit-hannover-corona-lage-in-niedersachsen-verschlechtert-sich-weiter-dpa.urn-newsml-dpa-com-20090101-211128-99-173575,Gesundheit - Hannover,dpa,,,28112021,Sueddeutsche,gesundheit
Suchthilfe sieht bei Cannabis-Legalisierung offene Fragen,28112021_11:37,https://www.sueddeutsche.de/gesundheit/gesundheit-erfurt-suchthilfe-sieht-bei-cannabis-legalisierung-offene-fragen-dpa.urn-newsml-dpa-com-20090101-211128-99-172270,Gesundheit - Erfurt,dpa,,,28112021,Sueddeutsche,gesundheit
2G-Regel in Gedenkstätte Buchenwald,28112021_11:36,https://www.sueddeutsche.de/kultur/gedenkstaetten-weimar-2g-regel-in-gedenkstaette-buchenwald-dpa.urn-newsml-dpa-com-20090101-211128-99-173562,Gedenkstätten - Weimar,dpa,,,28112021,Sueddeutsche,kultur
Verlegung von Corona-Patienten: Einsatz der Luftwaffe,28112021_11:36,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-verlegung-von-corona-patienten-einsatz-der-luftwaffe-dpa.urn-newsml-dpa-com-20090101-211128-99-173558,Gesundheit - Berlin,dpa,,,28112021,Sueddeutsche,gesundheit
