Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
"""Hier geht es täglich um Leben und Tod""",15112021_12:05,https://www.sueddeutsche.de/muenchen/muenchen-coronavirus-christkindlmarkt-1.5464388,Coronavirus in München,,,"Die Inzidenz in München ist noch einmal sprunghaft angestiegen, Oberbürgermeister Reiter nennt die Lage dramatisch. Nur weil der Katastrophenfall ausgerufen wurde, können auf den Intensivstationen noch Patienten aufgenommen werden.",15112021,Sueddeutsche,muenchen
"""Ich möchte junge Menschen für jüdisches Leben begeistern""",15112021_12:04,https://www.sueddeutsche.de/wirtschaft/helene-shani-braun-rabbinerin-1.5461416,Die Rabbinerin,,Protokoll von Saskia Reis,"Helene Shani Braun lässt sich zur Rabbinerin ausbilden. Die Wahl-Berlinerin ist Anfang 20 und wird bald Deutschlands jüngste Frau in diesem Amt. Als so junge und offen queere Theologin ist sie eine Ausnahmeerscheinung.
                        
                            Protokoll von Saskia Reis",15112021,Sueddeutsche,wirtschaft
Rainer Koch befürwortet Impfung aller Nationalspieler,15112021_12:00,https://www.sueddeutsche.de/sport/fussball-rainer-koch-befuerwortet-impfung-aller-nationalspieler-dpa.urn-newsml-dpa-com-20090101-211115-99-04186,Fußball,dpa,,,15112021,Sueddeutsche,sport
Wegen 2G-Regel: AfD sagt geplanten Parteitag in Prenzlau ab,15112021_11:59,https://www.sueddeutsche.de/politik/parteien-potsdam-wegen-2g-regel-afd-sagt-geplanten-parteitag-in-prenzlau-ab-dpa.urn-newsml-dpa-com-20090101-211115-99-04215,Parteien - Potsdam,dpa,,,15112021,Sueddeutsche,politik
Grüne beantragen offiziell Parteiausschluss von Boris Palmer,15112021_11:57,https://www.sueddeutsche.de/politik/parteien-tuebingen-gruene-beantragen-offiziell-parteiausschluss-von-boris-palmer-dpa.urn-newsml-dpa-com-20090101-211115-99-04200,Parteien - Tübingen,dpa,,,15112021,Sueddeutsche,politik
Ehemaliger Profi Harnik trifft und trifft: Schon 19 Tore,15112021_11:57,https://www.sueddeutsche.de/sport/fussball-dassendorf-ehemaliger-profi-harnik-trifft-und-trifft-schon-19-tore-dpa.urn-newsml-dpa-com-20090101-211115-99-04163,Fußball - Dassendorf,dpa,,,15112021,Sueddeutsche,sport
Bernreiter bittet Bürger um freiwilligen Kontaktverzicht,15112021_11:56,https://www.sueddeutsche.de/bayern/regierung-muenchen-bernreiter-bittet-buerger-um-freiwilligen-kontaktverzicht-dpa.urn-newsml-dpa-com-20090101-211115-99-04191,Regierung - München,dpa,,,15112021,Sueddeutsche,bayern
"Söder kündigt ""2 G für fast alles"" an",15112021_11:54,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-regeln-massnahmen-2g-1.5462482,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Bayern verschärft die Corona-Maßnahmen. ""So ernst wie jetzt war es noch nie"", sagt Gesundheitsminister Holetschek. Die Inzidenz liegt am Montag bei mehr als 500. 
                        
                            Alle Entwicklungen im Überblick",15112021,Sueddeutsche,bayern
Sachsen will Tempo beim Impfen forcieren,15112021_11:53,https://www.sueddeutsche.de/gesundheit/gesundheit-dresden-sachsen-will-tempo-beim-impfen-forcieren-dpa.urn-newsml-dpa-com-20090101-211115-99-04133,Gesundheit - Dresden,dpa,,,15112021,Sueddeutsche,gesundheit
"""Medica"" gestartet: 3000 Unternehmen zeigen Produkte",15112021_11:53,https://www.sueddeutsche.de/gesundheit/medizin-duesseldorf-medica-gestartet-3000-unternehmen-zeigen-produkte-dpa.urn-newsml-dpa-com-20090101-211115-99-04094,Medizin - Düsseldorf,dpa,,,15112021,Sueddeutsche,gesundheit
Weniger Einkommen 2022? - Ausgaben vorziehen kann lohnen,15112021_11:52,https://www.sueddeutsche.de/wirtschaft/finanzen-weniger-einkommen-2022-ausgaben-vorziehen-kann-lohnen-dpa.urn-newsml-dpa-com-20090101-211115-99-04075,Finanzen,dpa,,,15112021,Sueddeutsche,wirtschaft
Hersteller soll verkeimtes Mineralwasser verkauft haben,15112021_11:51,https://www.sueddeutsche.de/panorama/prozesse-bad-kreuznach-hersteller-soll-verkeimtes-mineralwasser-verkauft-haben-dpa.urn-newsml-dpa-com-20090101-211115-99-04089,Prozesse - Bad Kreuznach,dpa,,,15112021,Sueddeutsche,panorama
Israel gibt Biontech-Vakzin für Kinder ab fünf Jahren frei,15112021_11:50,https://www.sueddeutsche.de/gesundheit/gesundheit-israel-gibt-biontech-vakzin-fuer-kinder-ab-fuenf-jahren-frei-dpa.urn-newsml-dpa-com-20090101-211115-99-00329,Gesundheit,dpa,,,15112021,Sueddeutsche,gesundheit
Nach Wahlschlappe: BTSV-Präsident kandidiert nicht erneut,15112021_11:49,https://www.sueddeutsche.de/sport/fussball-braunschweig-nach-wahlschlappe-btsv-praesident-kandidiert-nicht-erneut-dpa.urn-newsml-dpa-com-20090101-211115-99-04050,Fußball - Braunschweig,dpa,,,15112021,Sueddeutsche,sport
Illegale Grabungen auf historischem Schlachtfeld,15112021_11:48,https://www.sueddeutsche.de/wissen/archaeologie-niestetal-illegale-grabungen-auf-historischem-schlachtfeld-dpa.urn-newsml-dpa-com-20090101-211115-99-04084,Archäologie - Niestetal,dpa,,,15112021,Sueddeutsche,wissen
Ampel-Fraktionen wollen Homeoffice-Pflicht wieder einführen,15112021_11:47,https://www.sueddeutsche.de/panorama/ampel-fraktionen-wollen-homeoffice-pflicht-wieder-einfuehren-1.5464389,,,,"Video
                    
                    
                        Die hohe Zahl an Corona-Neuinfektionen zwingt die Verantwortlichen in Berlin, auch für den Arbeitsplatz die Regeln zu verschärfen. Wo es möglich ist, soll das Arbeiten von zu Hause wieder Pflicht werden.",15112021,Sueddeutsche,panorama
Klimaforscher ruft EU zum Klimapakt mit USA und China auf,15112021_11:41,https://www.sueddeutsche.de/politik/international-klimaforscher-ruft-eu-zum-klimapakt-mit-usa-und-china-auf-dpa.urn-newsml-dpa-com-20090101-211115-99-03966,International,dpa,,,15112021,Sueddeutsche,politik
Sieben-Tage-Inzidenz in Deutschland erstmals über 300,15112021_11:39,https://www.sueddeutsche.de/gesundheit/gesundheit-sieben-tage-inzidenz-in-deutschland-erstmals-ueber-300-dpa.urn-newsml-dpa-com-20090101-211115-99-999864,Gesundheit,dpa,,,15112021,Sueddeutsche,gesundheit
Barmer: Anhaltend hohe Klinikinfektionen während Pandemie,15112021_11:38,https://www.sueddeutsche.de/gesundheit/gesundheit-hamburg-barmeranhaltend-hohe-klinikinfektionen-waehrend-pandemie-dpa.urn-newsml-dpa-com-20090101-211115-99-03884,Gesundheit - Hamburg,dpa,,,15112021,Sueddeutsche,gesundheit
Mehr Todesfälle in Hessen: 3249 Menschen starben an Corona,15112021_11:38,https://www.sueddeutsche.de/leben/gesellschaft-wiesbaden-mehr-todesfaelle-in-hessen-3249-menschen-starben-an-corona-dpa.urn-newsml-dpa-com-20090101-211115-99-03927,Gesellschaft - Wiesbaden,dpa,,,15112021,Sueddeutsche,leben
Joop entschuldigt sich nach frauenfeindlichen Äußerungen,15112021_11:34,https://www.sueddeutsche.de/leben/leute-joop-entschuldigt-sich-nach-frauenfeindlichen-aeusserungen-dpa.urn-newsml-dpa-com-20090101-211115-99-00677,Leute,dpa,,,15112021,Sueddeutsche,leben
Streit unter Arbeitskollegen eskaliert: Mann schwer verletzt,15112021_11:32,https://www.sueddeutsche.de/panorama/kriminalitaet-gartow-streit-unter-arbeitskollegen-eskaliert-mann-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211115-99-03860,Kriminalität - Gartow,dpa,,,15112021,Sueddeutsche,panorama
Bilder des Tages,15112021_11:30,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-211114-99-998914,Fotografie,dpa,,,15112021,Sueddeutsche,kultur
Buxtehuder Coach Leun trotz des Pokalerfolgs unzufrieden,15112021_11:30,https://www.sueddeutsche.de/sport/handball-buxtehude-buxtehuder-coach-leun-trotz-des-pokalerfolgs-unzufrieden-dpa.urn-newsml-dpa-com-20090101-211115-99-03804,Handball - Buxtehude,dpa,,,15112021,Sueddeutsche,sport
"Ronaldo quält die ""Weltblamage""",15112021_11:29,https://www.sueddeutsche.de/sport/ronaldo-portugal-serbien-1.5464368,Portugal in der WM-Qualifikation,,Von Javier Cáceres,"Nach dem 1:2-Schock gegen Serbien fuchtelt Portugals Anführer wild vor seinem Trainer herum - dass er nun seine fünfte WM zu verpassen droht, führt rund ums Nationalteam zu heftigen Debatten. 
                        
                            Von Javier Cáceres",15112021,Sueddeutsche,sport
Anlass zur Hoffnung,15112021_11:28,https://www.sueddeutsche.de/meinung/cop26-kohleausstieg-erdoel-gas-deutschland-1.5463971,Klimagipfel,,Kommentar von Michael Bauchmüller,"Meinung
                    
                    
                        Die Konferenz von Glasgow könnte als das Ereignis in die Geschichte eingehen, bei dem die Vertreibung von Kohle, Öl und Gas begann. Sofern den Worten nun Taten folgen. Vor allem Deutschland kann mehr - wenn es will.
                        
                            Kommentar von Michael Bauchmüller",15112021,Sueddeutsche,meinung
"Joop: Aussage zur ""Sünde"" in der Modewelt deplatziert",15112021_11:26,https://www.sueddeutsche.de/leben/leute-berlin-joop-aussage-zur-suende-in-der-modewelt-deplatziert-dpa.urn-newsml-dpa-com-20090101-211115-99-01915,Leute - Berlin,dpa,,,15112021,Sueddeutsche,leben
Sprunghafter Anstieg der Inzidenz im Corona-Hotspot Sachsen,15112021_11:19,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-sprunghafter-anstieg-der-inzidenz-im-corona-hotspot-sachsen-dpa.urn-newsml-dpa-com-20090101-211115-99-01848,Gesundheit - Berlin,dpa,,,15112021,Sueddeutsche,gesundheit
Warnstreik an Hochschulen: Linke unterstützen Aktion,15112021_11:19,https://www.sueddeutsche.de/bildung/hochschulen-leipzig-warnstreik-an-hochschulen-linke-unterstuetzen-aktion-dpa.urn-newsml-dpa-com-20090101-211115-99-03699,Hochschulen - Leipzig,dpa,,,15112021,Sueddeutsche,bildung
"Hoffenheims Hübner über Rückkehr: ""Bedeutet mir alles""",15112021_11:18,https://www.sueddeutsche.de/sport/fussball-zuzenhausen-hoffenheims-huebner-ueber-rueckkehr-bedeutet-mir-alles-dpa.urn-newsml-dpa-com-20090101-211115-99-02465,Fußball - Zuzenhausen,dpa,,,15112021,Sueddeutsche,sport
Söderholm vor Abschied? Eishockey-Aufschwung gefährdet,15112021_11:18,https://www.sueddeutsche.de/sport/eishockey-soederholm-vor-abschied-eishockey-aufschwung-gefaehrdet-dpa.urn-newsml-dpa-com-20090101-211115-99-03555,Eishockey,dpa,,,15112021,Sueddeutsche,sport
Vbw: Millionen Schnelltests verfügbar,15112021_11:16,https://www.sueddeutsche.de/bayern/gesundheit-muenchen-vbw-millionen-schnelltests-verfuegbar-dpa.urn-newsml-dpa-com-20090101-211115-99-03638,Gesundheit - München,dpa,,,15112021,Sueddeutsche,bayern
Lukaschenko: Belarus will Migranten in Heimatländer fliegen,15112021_11:16,https://www.sueddeutsche.de/politik/konflikte-lukaschenko-belarus-will-migranten-in-heimatlaender-fliegen-dpa.urn-newsml-dpa-com-20090101-211115-99-00089,Konflikte,dpa,,,15112021,Sueddeutsche,politik
Mann lebensgefährlich verletzt: Unfallverursacher flüchtet,15112021_11:15,https://www.sueddeutsche.de/bayern/unfaelle-schnaittach-mann-lebensgefaehrlich-verletzt-unfallverursacher-fluechtet-dpa.urn-newsml-dpa-com-20090101-211115-99-03605,Unfälle - Schnaittach,dpa,,,15112021,Sueddeutsche,bayern
Nach Pokal-Aus: Trainer Trinchieri nimmt Schuld auf sich,15112021_11:13,https://www.sueddeutsche.de/bayern/basketball-chemnitz-nach-pokal-aus-trainer-trinchieri-nimmt-schuld-auf-sich-dpa.urn-newsml-dpa-com-20090101-211115-99-03581,Basketball - Chemnitz,dpa,,,15112021,Sueddeutsche,bayern
Die Heimat von Braten und Gesottenem,15112021_11:12,https://www.sueddeutsche.de/muenchen/kostprobe-bayerische-kueche-weichandhof-obermenzing-alpenkueche-1.5460820,Weichandhof,,Von Johanna N. Hummel,"Der Weichandhof in Obermenzing hat sich ""gehobene Alpenküche"" vorgenommen, kann aber auch vegane Burger gut.
                        
                            Von Johanna N. Hummel",15112021,Sueddeutsche,muenchen
Mehr Firmen und mehr Jobs am Bau,15112021_11:12,https://www.sueddeutsche.de/bayern/bau-fuerth-mehr-firmen-und-mehr-jobs-am-bau-dpa.urn-newsml-dpa-com-20090101-211115-99-03522,Bau - Fürth,dpa,,,15112021,Sueddeutsche,bayern
Die Woche von Igor Zelensky,15112021_11:11,https://www.sueddeutsche.de/muenchen/muenchen-bayerischen-staatsballett-ballett-igor-zelensky-christopher-wheeldon-cinderella-1.5459999,Promi-Tipps für München und die Region,,Gastbeitrag von Igor Zelensky,"Der Direktor des Bayerischen Staatsballetts freut sich in der kommenden Woche besonders auf die Deutschlandpremiere von Christopher Wheeldons ""Cinderella"". Aber es steht nicht nur Ballett in seinem Terminkalender. 
                        
                            Gastbeitrag von Igor Zelensky",15112021,Sueddeutsche,muenchen
In Kläranlagen fällt mehr Klärschlamm an,15112021_11:09,https://www.sueddeutsche.de/service/statistik-halle-saale-in-klaeranlagen-faellt-mehr-klaerschlamm-an-dpa.urn-newsml-dpa-com-20090101-211115-99-03462,Statistik - Halle (Saale),dpa,,,15112021,Sueddeutsche,service
"Was ist dran an der ""Pandemie der Ungeimpften""?",15112021_10:03,https://www.sueddeutsche.de/gesundheit/gesundheit-was-ist-dran-an-der-pandemie-der-ungeimpften-dpa.urn-newsml-dpa-com-20090101-211115-99-03319,Gesundheit,dpa,,,15112021,Sueddeutsche,gesundheit
Nach kurzem Auftakt: Zverev bekommt Revanche gegen Medwedew,15112021_09:59,https://www.sueddeutsche.de/sport/tennis-nach-kurzem-auftakt-zverev-bekommt-revanche-gegen-medwedew-dpa.urn-newsml-dpa-com-20090101-211115-99-01603,Tennis,dpa,,,15112021,Sueddeutsche,sport
Füchse plagen gegen Wisla Plock Personalsorgen,15112021_09:56,https://www.sueddeutsche.de/sport/handball-berlin-fuechse-plagen-gegen-wisla-plock-personalsorgen-dpa.urn-newsml-dpa-com-20090101-211115-99-03336,Handball - Berlin,dpa,,,15112021,Sueddeutsche,sport
"Cristiano Ronaldo nach Portugal-Niederlage: ""Keine Ausreden""",15112021_09:50,https://www.sueddeutsche.de/sport/fussball-cristianoronaldo-nach-portugal-niederlage-keine-ausreden-dpa.urn-newsml-dpa-com-20090101-211115-99-01223,Fußball,dpa,,,15112021,Sueddeutsche,sport
"Adele über Scheidung: ""Peinlich, dass es so schnell ging""",15112021_09:50,https://www.sueddeutsche.de/leben/leute-adele-ueber-scheidung-peinlich-dass-es-so-schnell-ging-dpa.urn-newsml-dpa-com-20090101-211115-99-02310,Leute,dpa,,,15112021,Sueddeutsche,leben
"Schalke mit Appell an Fans: ""Bitte lasst euch impfen!""",15112021_09:48,https://www.sueddeutsche.de/sport/fussball-schalke-mit-appell-an-fans-bitte-lasst-euch-impfen-dpa.urn-newsml-dpa-com-20090101-211115-99-03225,Fußball,dpa,,,15112021,Sueddeutsche,sport
Neuer Trainer bei Norwich City: Dean Smith folgt auf Farke,15112021_09:48,https://www.sueddeutsche.de/sport/fussball-neuer-trainer-bei-norwich-city-dean-smith-folgt-auf-farke-dpa.urn-newsml-dpa-com-20090101-211115-99-03196,Fußball,dpa,,,15112021,Sueddeutsche,sport
"""In Glasgow wurde ein deutlicher Schritt nach vorn gemacht""",15112021_09:47,https://www.sueddeutsche.de/politik/cop26-glasgow-interview-figueres-1.5464048,Weltklimakonferenz,,Interview von Thomas Hummel,"Die ehemalige Klimachefin der Vereinten Nationen, Christiana Figueres, über die Ergebnisse der Konferenz und ihre Erwartungen an die neue Bundesregierung.
                        
                            Interview von Thomas Hummel",15112021,Sueddeutsche,politik
"Schalke mit Appell an Fans: ""Bitte lasst euch impfen!""",15112021_09:43,https://www.sueddeutsche.de/sport/fussball-gelsenkirchen-schalke-mit-appell-an-fans-bitte-lasst-euch-impfen-dpa.urn-newsml-dpa-com-20090101-211115-99-03162,Fußball - Gelsenkirchen,dpa,,,15112021,Sueddeutsche,sport
Flicks Gewinner: Spätzünder Hofmann und Allrounder Kehrer,15112021_09:39,https://www.sueddeutsche.de/sport/fussball-flicks-gewinnerspaetzuender-hofmann-und-allrounder-kehrer-dpa.urn-newsml-dpa-com-20090101-211115-99-02996,Fußball,dpa,,,15112021,Sueddeutsche,sport
Wohin mit dem Lockdown-Hund?,15112021_09:38,https://sz-magazin.sueddeutsche.de/gute-frage/hund-lockdown-kinder-abgabe-90859,Gute Frage,,Von Johanna Adorján,"Die Eltern fühlen sich durch den Lockdown-Hund, den sich die Töchter so sehr gewünscht hatten, stark in ihrer Freiheit eingeschränkt - und die Kinder hängen weniger an dem Tier als gedacht. Was jetzt?
                        
                            Von Johanna Adorján",15112021,Sueddeutsche,gute-frage
