Titel,URL,Date_Info,News_page
Sorge vor Invasion in der Ukraine: Baerbock nennt Russlands Manöver Zeichen der Eskalation,https://www.spiegel.de/ausland/ukraine-konflikt-annalena-baerbock-nennt-russlands-manoever-zeichen-der-eskalation-a-5ce8647b-54bc-47ef-8589-8999d29b515c,11022022_14:40 ,Spiegel
»Aktionstag«: AfD gibt mehr als 350.000 Euro für Kampagne gegen Impfpflicht aus,https://www.spiegel.de/politik/deutschland/afd-gibt-mehr-als-350-000-euro-fuer-kampagne-gegen-corona-impfpflicht-aus-a-fffed559-f621-4323-823e-34bb259149f2,11022022_14:30 ,Spiegel
Großeinsatz für die Polizei: Protest-Konvois gegen Coronaauflagen nähern sich Paris,https://www.spiegel.de/ausland/frankreich-protest-konvois-gegen-corona-auflagen-naehern-sich-paris-a-4244766e-615b-4fe2-904a-3d94dc4ce8fd,11022022_14:10 ,Spiegel
Zukunftsstrategie: Opel will in zwei Jahren jedes Modell auch als Elektroversion anbieten,https://www.spiegel.de/wirtschaft/unternehmen/opel-will-in-zwei-jahren-jedes-modell-auch-als-elektroversion-anbieten-a-a81f4588-a53b-4baf-a102-7bd90c147f26,11022022_14:05 ,Spiegel
Codename »Tiramisu«: Google veröffentlicht Entwicklerversion von Android 13,https://www.spiegel.de/netzwelt/gadgets/google-veroeffentlicht-entwicklerversion-von-android-13-a-a0923051-22a9-4110-bc36-944b82598afb,11022022_13:53 ,Spiegel
»Forbes«-Rangliste: Peter Jackson ist der bestbezahlte Entertainer weltweit,https://www.spiegel.de/kultur/forbes-liste-peter-jackson-ist-der-bestbezahlte-entertainer-weltweit-a-76125d58-7a3a-4c40-94e1-0ca1aecad405,11022022_13:37 ,Spiegel
Ungewöhnliches Haustier: Warum dieser Mann um sein Hängebauchschwein kämpft,https://www.spiegel.de/panorama/haustier-warum-dieser-mann-um-sein-haengebauchschwein-kaempft-a-752e1c52-0dfa-4e48-b381-e6cd17777fb5,11022022_13:33 ,Spiegel
117 Lichtjahre entfernt: Astronomen entdecken womöglich lebensfreundlichen Planeten,https://www.spiegel.de/wissenschaft/weltall/astronomen-entdecken-womoeglich-lebensfreundlichen-planeten-a-17ff4bbe-1f01-4a61-a085-7eebc0c00e7b,11022022_13:30 ,Spiegel
Der Hoffenheim-Boss und sein Ultra-Konflikt: Hopp zieht Strafanträge gegen BVB-Fans zurück,https://www.spiegel.de/sport/fussball/dietmar-hopp-und-die-bvb-fans-hoffenheims-boss-zieht-strafantraege-zurueck-a-3a397bd7-9a92-460a-870d-1fa9e9ab7c89,11022022_13:28 ,Spiegel
Bundesanwaltschaft ermittelt: Ex-Kommunalwahl-Kandidat unter Terrorverdacht,https://www.spiegel.de/panorama/justiz/spangenberg-in-hessen-ex-kommunalwahl-kandidat-unter-terrorverdacht-a-5f001a2d-0cc5-4848-85fd-ecd202bdfffd,11022022_13:27 ,Spiegel
Geldentwertung: Lagarde hält Debatte über »Greenflation« für übertrieben,https://www.spiegel.de/wirtschaft/soziales/ezb-zu-greenflation-christine-lagarde-haelt-debatte-fuer-uebertrieben-a-7fbd54e9-ab4f-4161-8e6f-81532d632ba8,11022022_13:27 ,Spiegel
Bayern will Corona-Impfpflicht aussetzen: Mir hom Recht!,https://www.spiegel.de/politik/deutschland/bayern-will-corona-impfpflicht-aussetzen-mir-hom-recht-kolumne-a-39126c75-31fc-4f38-bfdd-7b5899c65d5e,11022022_13:00 ,Spiegel
Eigensinniger Behördenchef: Muss Lauterbach RKI-Chef Wieler bald feuern?,https://www.spiegel.de/politik/deutschland/karl-lauterbach-und-lothar-wieler-muss-der-rki-chef-gehen-a-64ab882b-0031-4870-a19c-0fc19467b3ba,11022022_13:00 ,Spiegel
Donald Trump und Kim Jong Un: Den Liebesbriefen auf der Spur,https://www.spiegel.de/ausland/donald-trump-und-kim-jong-un-liebesbriefe-wieder-ex-praesident-kontakt-zum-diktator-haelt-a-a6dfd977-6b57-4db0-8e56-2fbc5717746b,11022022_12:57 ,Spiegel
