Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Lkw-Reifen brennt: Verkehr in der Nacht auf A2 umgeleitet,10022022_07:51,https://www.sueddeutsche.de/wirtschaft/verkehr-lkw-reifen-brennt-verkehr-in-der-nacht-auf-a2-umgeleitet-dpa.urn-newsml-dpa-com-20090101-220210-99-58902,Verkehr,dpa,,,10022022,Sueddeutsche,wirtschaft
Gestürzte Rodel-Weltmeisterin Taubitz wieder voll motiviert,10022022_07:51,https://www.sueddeutsche.de/sport/olympia-gestuerzte-rodel-weltmeisterin-taubitz-wieder-voll-motiviert-dpa.urn-newsml-dpa-com-20090101-220210-99-58850,Olympia,dpa,,,10022022,Sueddeutsche,sport
Fußgängerin von Lastwagen angefahren und schwer verletzt,10022022_07:47,https://www.sueddeutsche.de/panorama/unfaelle-berlin-fussgaengerin-von-lastwagen-angefahren-und-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-220210-99-58860,Unfälle - Berlin,dpa,,,10022022,Sueddeutsche,panorama
RKI registriert 247.862 Corona-Neuinfektionen,10022022_07:46,https://www.sueddeutsche.de/gesundheit/gesundheit-rki-registriert-247862-corona-neuinfektionen-dpa.urn-newsml-dpa-com-20090101-220210-99-55955,Gesundheit,dpa,,,10022022,Sueddeutsche,gesundheit
Wieder Blockaden der Stadtautobahn durch Demonstranten,10022022_07:46,https://www.sueddeutsche.de/politik/demonstrationen-berlin-wieder-blockaden-der-stadtautobahn-durch-demonstranten-dpa.urn-newsml-dpa-com-20090101-220210-99-58627,Demonstrationen - Berlin,dpa,,,10022022,Sueddeutsche,politik
Arcelormittal mit kräftigem Gewinnplus dank Stahlboom,10022022_07:45,https://www.sueddeutsche.de/wirtschaft/stahl-luxembourg-arcelormittal-mit-kraeftigem-gewinnplus-dank-stahlboom-dpa.urn-newsml-dpa-com-20090101-220210-99-58644,Stahl - Luxembourg,dpa,,,10022022,Sueddeutsche,wirtschaft
Hundehalter besprüht anderen Hund und Besitzer mit Reizgas,10022022_07:42,https://www.sueddeutsche.de/panorama/kriminalitaet-pirmasens-hundehalter-besprueht-anderen-hund-und-besitzer-mit-reizgas-dpa.urn-newsml-dpa-com-20090101-220210-99-58646,Kriminalität - Pirmasens,dpa,,,10022022,Sueddeutsche,panorama
Tuchel fehlt - Chelsea im Finale,10022022_07:42,https://www.sueddeutsche.de/sport/klub-wm-tuchel-fehlt-chelsea-im-finale-1.5525761,Klub-WM,,Meldungen im Sportticker,"Die Londoner treffen dort nun auf Palmeiras. Ein Bayern-Spieler befindet sich in häuslicher Isolation. Dortmunds Trainer Marco Rose äußert sich zur Lage beim BVB.
                        
                            Meldungen im Sportticker",10022022,Sueddeutsche,sport
Bechtle wächst langsamer: Rekord beim Auftragsbestand,10022022_07:40,https://www.sueddeutsche.de/wirtschaft/dienstleistungen-neckarsulm-bechtle-waechst-langsamer-rekord-beim-auftragsbestand-dpa.urn-newsml-dpa-com-20090101-220210-99-58666,Dienstleistungen - Neckarsulm,dpa,,,10022022,Sueddeutsche,wirtschaft
Super Bowl: Burrow und Stafford vor Quarterback-Duell,10022022_07:39,https://www.sueddeutsche.de/sport/american-football-super-bowl-burrow-und-stafford-vor-quarterback-duell-dpa.urn-newsml-dpa-com-20090101-220210-99-58559,American Football,dpa,,,10022022,Sueddeutsche,sport
In Jülich treibt ein Reifenstecher sein Unwesen,10022022_07:37,https://www.sueddeutsche.de/panorama/kriminalitaet-juelich-in-juelich-treibt-ein-reifenstecher-sein-unwesen-dpa.urn-newsml-dpa-com-20090101-220210-99-58679,Kriminalität - Jülich,dpa,,,10022022,Sueddeutsche,panorama
Bahn-Mitarbeiter erwischen Mann bei Diebstahl von Leitungen,10022022_07:37,https://www.sueddeutsche.de/panorama/kriminalitaet-muelheim-an-der-ruhr-bahn-mitarbeiter-erwischen-mann-bei-diebstahl-von-leitungen-dpa.urn-newsml-dpa-com-20090101-220210-99-58680,Kriminalität - Mülheim an der Ruhr,dpa,,,10022022,Sueddeutsche,panorama
18-Jähriger bei Unfall in Prignitz schwer verletzt,10022022_07:36,https://www.sueddeutsche.de/panorama/unfaelle-triglitz-18-jaehriger-bei-unfall-in-prignitz-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-220210-99-58681,Unfälle - Triglitz,dpa,,,10022022,Sueddeutsche,panorama
Chen brilliert mit fünf Vierfach-Sprüngen,10022022_07:36,https://www.sueddeutsche.de/sport/olympia-eiskunstlauf-chen-hanyu-gold-1.5525758,Eiskunstlauf bei Olympia,,,Der US-Amerikaner gewinnt Gold mit einer glänzenden Kür. Sein großer Konkurrent Yuzuru Hanyu aus Japan will zu viel - und scheitert bei einer Weltpremiere.,10022022,Sueddeutsche,sport
Donnerstag und Freitag wechselhaft: Samstag wird sonnig,10022022_07:32,https://www.sueddeutsche.de/panorama/wetter-offenbach-am-main-donnerstag-und-freitag-wechselhaft-samstag-wird-sonnig-dpa.urn-newsml-dpa-com-20090101-220210-99-58643,Wetter - Offenbach am Main,dpa,,,10022022,Sueddeutsche,panorama
Brandstiftung in Wohnung in Weißenfels,10022022_07:31,https://www.sueddeutsche.de/panorama/kriminalitaet-goseck-brandstiftung-in-wohnung-in-weissenfels-dpa.urn-newsml-dpa-com-20090101-220210-99-58630,Kriminalität - Goseck,dpa,,,10022022,Sueddeutsche,panorama
CL: Volleys vor Russen-Doppel mit Optimal-Ausbeute,10022022_07:30,https://www.sueddeutsche.de/sport/volleyball-berlin-cl-volleys-vor-russen-doppel-mit-optimal-ausbeute-dpa.urn-newsml-dpa-com-20090101-220210-99-58303,Volleyball - Berlin,dpa,,,10022022,Sueddeutsche,sport
Sonnensturm schaltet 40 neu gestartete SpaceX-Satelliten aus,10022022_07:29,https://www.sueddeutsche.de/wirtschaft/sonnensturm-schaltet-40-neu-gestartete-spacex-satelliten-aus-1.5525755,,,,"Video
                    
                    
                        Die künstlichen Himmelskörper wurden aus ihrer Umlaufbahn geworfen und verglühten in der Erdatmosphäre.",10022022,Sueddeutsche,wirtschaft
"""Wer intuitiv isst, entkommt dem Kreislauf""",10022022_07:28,https://sz-magazin.sueddeutsche.de/essen-und-trinken/intuitiv-essen-tipps-gegen-heisshunger-91204,Ernährung,,Interview von Marius Buhl,"In Sachen Ernährung pendeln viele zwischen Schuld und Sühne, ""braven"" Phasen und ""auch schon egal"". Die Ernährungspsychologin Cornelia Fiechtl verrät im Interview, wie man lernt, dauerhaft intuitiv zu essen und mit Hunger-Gelüsten im Alltag umzugehen.
                        
                            Interview von Marius Buhl",10022022,Sueddeutsche,essen-und-trinken
Zusammenstöße bei Corona-Kundgebung in Brandenburg,10022022_07:24,https://www.sueddeutsche.de/panorama/zusammenstoesse-bei-corona-kundgebung-in-brandenburg-1.5525753,,,,"Video
                    
                    
                        Fast täglich kommt es in Deutschland zu Demonstrationen gegen die aktuellen Corona-Beschränkungen. Und immer häufiger sind die Demonstrationen nicht angemeldet. In Brandenburg an der Havel kam es jetzt zu Zusammenstößen mit der Polizei.",10022022,Sueddeutsche,panorama
