Titel,URL,Date_Info,News_page,Kategorie,author
Ende der Neutralität: Schweiz überzieht Russland mit Sanktionen,https://www.spiegel.de/wirtschaft/soziales/schweiz-ueberzieht-russland-mit-sanktionen-a-e7c77d69-6e01-4f2a-8f6d-aa0a3e3ddf00,28022022_17:19 ,Spiegel,wirtschaft,
Behörden erwägen harten Lockdown: Hongkong hat mit heftigem Coronaausbruch zu kämpfen,https://www.spiegel.de/ausland/hongkong-nach-heftigem-corona-ausbruch-erwaegen-behoerden-harten-lockdown-a-c84ec2e2-ed15-4719-abf2-a056e26224f9,28022022_17:09 ,Spiegel,ausland,
Deutschland und die wehrhafte Demokratie: Gerade wegen seiner Geschichte!,https://www.spiegel.de/ausland/deutschland-und-die-wehrhafte-demokratie-gerade-wegen-seiner-geschichte-a-28f5ab98-e514-4b92-a71a-00cde8736069,28022022_17:00 ,Spiegel,ausland,
Ukrainekrieg: Fifa will Russland offenbar für Fußball-WM suspendieren,https://www.spiegel.de/sport/fussball/ukraine-krieg-weltverband-fifa-will-russland-fuer-fussball-wm-suspendieren-a-0efa94b4-09a0-47a2-9924-e2361da8a4e4,28022022_16:58 ,Spiegel,sport,
»Uninvestierbar«: MSCI prüft Rauswurf russischer Titel,https://www.spiegel.de/wirtschaft/unternehmen/msci-prueft-rauswurf-russischer-titel-a-8f258f80-ed3b-46e6-b687-e639ab807cd7,28022022_16:56 ,Spiegel,wirtschaft,
Thüringen: Urteile wegen Neonazi-Überfalls auf Kirmesfeier sind rechtskräftig,https://www.spiegel.de/panorama/justiz/thueringen-urteile-wegen-neonazi-ueberfalls-auf-kirmesfeier-sind-rechtskraeftig-a-126347b8-66e2-4a36-9b9c-27ed45989cd0,28022022_16:54 ,Spiegel,panorama,
14 Fabriken betroffen: Toyota stoppt nach mutmaßlichem Hackerangriff seine Produktion in Japan,https://www.spiegel.de/netzwelt/web/toyota-stoppt-nach-mutmasslichem-hackerangriff-seine-produktion-in-japan-a-539fa41a-b8a6-4ac5-a1f7-df1523db5b65,28022022_16:51 ,Spiegel,netzwelt,
Streit über NS-Raubkunst: Amsterdam gibt Kandinsky-Bild zurück an Erben,https://www.spiegel.de/kultur/ns-raubkunst-amsterdam-gibt-kandinsky-bild-zurueck-an-erben-a-83183640-cb54-42bb-84a8-4d3f24ba841e,28022022_16:51 ,Spiegel,kultur,
Reaktionen auf IPCC-Klimabericht: Vier minus für die Bundesregierung,https://www.spiegel.de/wissenschaft/natur/ipcc-klimabericht-vier-minus-fuer-die-bundesregierung-a-85b659ae-e46b-4776-b851-17508305490d,28022022_16:51 ,Spiegel,wissenschaft,
"Meta, Twitter, Telegram: So verändert der Krieg die Online-Plattformen",https://www.spiegel.de/netzwelt/web/meta-twitter-google-telegram-so-veraendert-der-krieg-die-grossen-plattformen-a-d0731ffd-3737-465b-9942-8d1031b1de0d,28022022_16:46 ,Spiegel,netzwelt,
Zeichen gegen Chinas Machtanspruch: Biden schickt angeblich Militärexperten nach Taiwan,https://www.spiegel.de/ausland/taiwan-joe-biden-schickt-angeblich-militaerexperten-a-b6abd8dd-74a7-4e7c-b930-0590f7a374d9,28022022_16:45 ,Spiegel,ausland,
Nach Vorfall in Weiden: Behörden warnen vor Ecstasy in Champagner,https://www.spiegel.de/panorama/rheinland-pfalz-behoerden-warnen-vor-ecstasy-in-champagner-flaschen-a-6f5724e6-ca15-49ed-b5d7-5e71b788062e,28022022_16:43 ,Spiegel,panorama,
Globale Sanktionen: Russischer Wirtschaft droht Einbruch um 20 Prozent,https://www.spiegel.de/wirtschaft/soziales/russischer-wirtschaft-droht-einbruch-um-20-prozent-a-34f51827-791d-4753-a623-378c9f752b3b,28022022_16:43 ,Spiegel,wirtschaft,
Europe Wakes Up: How Putin's War Has Spurred the EU into Action,https://www.spiegel.de/international/europe/europe-wakes-up-how-putin-s-war-has-spurred-the-eu-into-action-a-8ecfbff9-e8b7-48c6-b056-72340ccf7e9a,28022022_16:42 ,Spiegel,international,An Analysis by Maximilian Popp
Urteil in Limburg: Angeklagter wegen Lkw-Attacke erneut zu neun Jahren Haft verurteilt,https://www.spiegel.de/panorama/justiz/limburg-angeklagter-wegen-lkw-attacke-erneut-zu-neun-jahren-haft-verurteilt-a-a5a28b60-3cf1-4e79-86c5-c0a14c727509,28022022_16:38 ,Spiegel,panorama,
Protestbrief: Mehr als tausend Autorinnen und Autoren fordern »Ende des Blutvergießens«,https://www.spiegel.de/kultur/literatur/ukraine-krieg-mehr-als-1000-autorinnen-und-autoren-verurteilen-einmarsch-in-die-ukraine-a-e76b4c4d-0a40-45e7-ba8d-33b562be4d67,28022022_16:34 ,Spiegel,kultur,
Krieg gegen die Ukraine: Schrecken ohne Ende,https://www.spiegel.de/ausland/ukraine-krieg-schrecken-ohne-ende-a-6aa97d7b-e8ec-4d1d-9943-3eb0de4eef7b,28022022_16:24 ,Spiegel,ausland,
Karneval in Düsseldorf: Unbekannter sticht auf drei Männer ein – Notoperationen,https://www.spiegel.de/panorama/karneval-in-duesseldorf-unbekannter-sticht-auf-drei-maenner-ein-notoperationen-a-821586a5-5537-4156-9df4-d2c2b17d5b8d,28022022_16:19 ,Spiegel,panorama,
Wachwechsel im Tennis: Medwedew löst Djoković als Nummer eins ab – und wirbt für Frieden,https://www.spiegel.de/sport/tennis/tennis-daniil-medwedew-uebernimmt-ersten-weltranglistenplatz-von-novak-djokovic-a-789d6dcb-f174-410e-98d0-1f0dab39d55e,28022022_16:08 ,Spiegel,sport,
