Titel,URL,Date_Info,News_page,Kategorie,author
"Schwarzer Nachmittag für Zweitligist St. Pauli: Elfmeter vergeben, Spiel verloren, auf Platz vier abgerutscht",https://www.spiegel.de/sport/fussball/zweite-bundesliga-fc-st-pauli-verliert-gegen-hannover-96-und-ist-nicht-mehr-tabellenfuehrer-a-b2e45e60-8bd0-4c03-865d-549d6ae4f9f2,20022022_16:03 ,Spiegel,sport,
Ampelparteien uneins über Coronamaßnahmen: Wie soll es nach dem 19. März weitergehen?,https://www.spiegel.de/politik/deutschland/ampelparteien-uneins-ueber-kuenftige-coronamassnahmen-a-f83af03a-42ad-457d-855d-c9c3db04fca6,20022022_15:55 ,Spiegel,politik,
Siegerin setzt sich für Umweltschutz und soziale Gerechtigkeit ein: Domitila Barros ist die neue »Miss Germany«,https://www.spiegel.de/panorama/gesellschaft/domitila-barros-ist-die-neue-miss-germany-a-916679a3-68b6-4979-861d-4b56d2a9d322,20022022_15:45 ,Spiegel,panorama,
»Große Verdienste«: SPD-Fraktionschef nimmt Altbundeskanzler Schröder in Schutz,https://www.spiegel.de/politik/deutschland/rolf-muetzenich-spd-fraktionschef-nimmt-altkanzler-schroeder-in-schutz-a-1112a5c7-4324-4c8f-a351-e929cd6b7d5c,20022022_15:36 ,Spiegel,politik,
Forderungen per Brief: Irans Parlament stellt Bedingungen für Rückkehr zu Atomabkommen,https://www.spiegel.de/ausland/iran-parlament-stellt-bedingungen-fuer-rueckkehr-zu-atomabkommen-a-0b884b52-fc5b-41fa-aec2-778ef1b89516,20022022_15:14 ,Spiegel,ausland,
"Silber für deutsches Alpin-Team: Eine Medaille, die nur ein bisschen versöhnt",https://www.spiegel.de/sport/olympia/olympia-silber-fuer-das-ski-alpin-team-eine-medaille-die-nur-ein-bisschen-versoehnt-a-64d59d46-3442-4997-b2c2-a3e307553e06,20022022_15:05 ,Spiegel,sport,Aus Peking berichtet Marcus Krämer
"Olympiabilanz: Das waren die Spiele, die das IOC verdient",https://www.spiegel.de/sport/olympia/olympia-2022-das-waren-die-spiele-die-das-ioc-verdient-kommentar-a-9ca055ab-9aea-447d-8194-b0108569d24c,20022022_14:51 ,Spiegel,sport,
"China, Russland und die Ukraine: Leise Warnung aus Peking",https://www.spiegel.de/ausland/china-russland-und-die-ukraine-leise-warnung-aus-peking-a-bc4b1539-7b59-4e04-a7f1-3ed8c86a7a31,20022022_14:40 ,Spiegel,ausland,"Von Bernhard Zand, New York"
Rennrodler Arlt über die Winterspiele: »Bei jedem Kratzen im Hals habe ich gebangt«,https://www.spiegel.de/sport/wintersport/tobias-arlt-ueber-olympia-2022-bei-jedem-kratzen-im-hals-habe-ich-gebangt-a-f8d65525-0f7c-4e5a-9db3-92138d979347,20022022_14:18 ,Spiegel,sport,Ein Interview von Matthias Fiedler
»Bis Montag noch durchstehen«: Meteorologen warnen erneut vor Sturmtief,https://www.spiegel.de/panorama/gesellschaft/sturm-antonia-wetterdienst-warnt-erneut-vor-stuermischem-wetter-a-f8b2a639-b059-4ecb-9f13-e01a3bb6d749,20022022_14:16 ,Spiegel,panorama,
»Dein SPIEGEL«-Podcast: Wie entsteht Recyclingpapier?,https://www.spiegel.de/familie/altpapier-wie-entsteht-recyclingpapier-dein-spiegel-podcast-a-b33d7606-28b3-4966-9c94-aaae159afe99,20022022_14:09 ,Spiegel,familie,Von Paula Josefine Küppers
Nach mehr als 48 Stunden: Passagier von brennender Fähre im Mittelmeer gerettet,https://www.spiegel.de/panorama/mittelmer-passagier-von-brennender-faehre-vor-korfu-gerettet-a-d49ca7af-d0a3-4f13-9cdf-9c8064eeec1d,20022022_14:05 ,Spiegel,panorama,
Philosophie und Pornografie: Wie sich das Patriarchat die »Fickbarkeits«-Skala ausdachte,https://www.spiegel.de/kultur/autorin-amia-srinivasan-ueber-philosophie-pornografie-und-feminismus-a-78c45533-3721-49ea-99c6-f7ae308e4b07,20022022_14:00 ,Spiegel,kultur,Von Carola Padtberg
"Alleinerziehende in der Pandemie: Ich fühle mich ausgebeutet, ausgesaugt und leer",https://www.spiegel.de/familie/corona-muetter-in-der-pandemie-alleinerziehen-mit-fieber-a-d570ee7f-f783-45b9-92bf-a5cca69718e1,20022022_13:37 ,Spiegel,familie,Eine Wutrede von Nicole Reichelt
Miami Beach: Hubschrauber stürzt knapp an Badegästen vorbei ins Meer,https://www.spiegel.de/panorama/miami-beach-hubschrauber-stuerzt-knapp-an-badegaesten-vorbei-ins-meer-a-4e1ba8b3-58bc-4f6e-a2e1-30c941ee5267,20022022_13:30 ,Spiegel,panorama,
95-jährige Monarchin: Queen Elizabeth II. positiv auf Corona getestet,https://www.spiegel.de/panorama/gesellschaft/grossbritannien-queen-elizabeth-ii-positiv-auf-corona-getestet-a-a718946e-6d55-4231-9f5e-a9a4a558a2f2,20022022_12:56 ,Spiegel,panorama,
Selbstversuch in Kenia: Mit dem Fahrrad durch Nairobis Autodschungel,https://www.spiegel.de/ausland/kenia-mit-dem-fahrrad-durch-nairobis-autodschungel-a-a179bf9f-e056-43bd-8a06-6bcc773cf27b,20022022_12:46 ,Spiegel,ausland,Ein Video von Heiner Hoffmann und Benjamin Eckert
SPIEGEL Bestseller – Mehr Lesen mit Elke Heidenreich: »So furios!«,https://www.spiegel.de/kultur/literatur/meine-schwester-von-bettina-flitner-buch-empfehlung-von-elke-heidenreich-a-ab9e96b7-6209-4658-abbf-56f868ae5fde,20022022_12:37 ,Spiegel,kultur,
Nach der Impfung: Von hier an blind,https://www.spiegel.de/politik/deutschland/neue-corona-pandemie-phase-von-hier-an-blind-a-7cad8b39-78b3-4961-a350-9abd3944dce8,20022022_12:30 ,Spiegel,politik,
Offener Brandbrief: Junge Bürgermeister beklagen Bedrohungen durch Gegner von Coronamaßnahmen,https://www.spiegel.de/politik/deutschland/brandbrief-buergermeister-beklagen-attacken-durch-gegner-von-corona-massnahmen-a-111b650f-450b-4054-9eb1-338226b8552a,20022022_12:22 ,Spiegel,politik,
Angst um Wasserversorgung: Äthiopien startet Stromproduktion an umstrittenem Nil-Staudamm,https://www.spiegel.de/ausland/gerd-aethiopien-startet-stromproduktion-an-umstrittenem-nil-staudamm-a-b0438fa0-5bc3-45e7-a80c-f0e7e8a30245,20022022_12:14 ,Spiegel,ausland,
Olympia 2026 in Mailand/Cortina: Warum Olympia auch in den Alpen nicht besser ist,https://www.spiegel.de/sport/olympia/olympia-2026-in-mailand-cortina-die-naechsten-winterspiele-werden-ein-erzwungener-kompromiss-a-e57c7e5a-8b7f-42a2-8482-7d885c8ff817,20022022_12:11 ,Spiegel,sport,"Von Florian Haupt, Mailand"
Steigende Preise: Was gegen die Inflation hilft – und was nicht,https://www.spiegel.de/wirtschaft/unternehmen/kolumne-1645346576-a-c8cae393-e000-48fc-b975-4c4aa66b8e71,20022022_12:07 ,Spiegel,wirtschaft,
Debatte um Geschlechtsanpassung: Befreit sich der Mensch von den Grenzen der Biologie?,https://www.spiegel.de/kultur/geschlechtsanpassung-befreit-sich-der-mensch-von-den-grenzen-der-biologie-a-5b85af6d-5d10-49c4-a9ab-e111d4a736a6,20022022_12:02 ,Spiegel,kultur,
Leben ohne Fleisch: Der Glaubensmampf,https://www.spiegel.de/wissenschaft/mensch/vegetarismus-und-das-leben-ohne-fleisch-der-glaubensmampf-a-3b0dc1c0-109b-4acf-b358-491c6ae72258,20022022_12:00 ,Spiegel,wissenschaft,Von Frank Thadeusz
Mitteilung aus Minsk: Russische Truppen sollen in Belarus bleiben – angeblich für weitere Militärübung,https://www.spiegel.de/ausland/minsk-russische-truppen-sollen-in-belarus-bleiben-angeblich-fuer-weitere-militaeruebung-a-04a25977-32c5-4b0e-b35c-41a9ca7c4cfd,20022022_11:48 ,Spiegel,ausland,
Gastronom testet auf Covid-19: »Wir verdienen mit Abstrichen mehr als mit meinen Restaurants«,https://www.spiegel.de/gesundheit/gastronom-aus-hamburg-wir-verdienen-mit-abstrichen-mehr-als-mit-meinen-restaurants-a-bc7655c4-2a4d-4c7d-84f0-d75399642a96,20022022_10:55 ,Spiegel,gesundheit,Von Heike Klovert
Formel 1: Mit diesen Autos gehen die Teams in die neue Saison,https://www.spiegel.de/sport/formel1/formel-1-2022-mit-diesen-autos-gehen-die-teams-in-die-neue-saison-a-dc8bed69-cd68-4513-8013-2995fede0dce,20022022_10:48 ,Spiegel,sport,
Hafenstadt an der Front: Wie sich die Menschen von Odessa auf einen möglichen Krieg vorbereiten,https://www.spiegel.de/ausland/russland-ukraine-konflikt-wie-sich-die-metropole-odessa-fuer-den-ernstfall-ruestet-a-a64bf478-dad3-4f5f-a4ff-dd9085c37748,20022022_10:40 ,Spiegel,ausland,"Von Walter Mayr, Odessa, Ukraine"
Junior-Version des AR-15: US-Waffenhersteller bewirbt halb automatisches Gewehr speziell für Kinder,https://www.spiegel.de/panorama/gesellschaft/jr-15-statt-ar-15-us-waffenhersteller-wee1-bewirbt-gewehr-speziell-fuer-kinder-a-bf18cc0b-2731-4038-ba92-84143310be18,20022022_10:28 ,Spiegel,panorama,
Rätsel der Woche: Pizza schneiden für Profis,https://www.spiegel.de/karriere/raetsel-der-woche-pizza-schneiden-fuer-profis-a-8580222c-8831-4e0c-8016-486548131a04,20022022_10:19 ,Spiegel,karriere,Von Holger Dambeck
Sozialpolitik der CDU: Wir müssen mit einigen Lebenslügen aufräumen,https://www.spiegel.de/wirtschaft/soziales/cdu-sozialpolitik-wir-muessen-mit-einigen-lebensluegen-aufraeumen-gastbeitrag-a-ef0a7095-9106-496c-a262-5344ba69cf19,20022022_10:11 ,Spiegel,wirtschaft,
Diskriminierungsklage gegen die NFL: Pittsburgh Steelers verpflichten Brian Flores als Assistenztrainer,https://www.spiegel.de/sport/pittsburgh-steelers-verpflichten-brian-flores-als-assistenztrainer-trotz-klage-gegen-die-nfl-a-e18cfbb5-a517-4369-b49c-044b3754cc79,20022022_10:01 ,Spiegel,sport,
