Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Jungen erbeuten mit vorgehaltenen Messer fünf Euro,11122021_09:22,https://www.sueddeutsche.de/bayern/kriminalitaet-elsenfeld-jungen-erbeuten-mit-vorgehaltenen-messer-fuenf-euro-dpa.urn-newsml-dpa-com-20090101-211211-99-342365,Kriminalität - Elsenfeld,dpa,,,11122021,Sueddeutsche
"Inzidenz im Saarland sinkt weiter auf 377,2",11122021_09:20,https://www.sueddeutsche.de/gesundheit/gesundheit-saarbruecken-inzidenz-im-saarland-sinkt-weiter-auf-3772-dpa.urn-newsml-dpa-com-20090101-211211-99-342361,Gesundheit - Saarbrücken,dpa,,,11122021,Sueddeutsche
Corona-Inzidenz etwas zurückgegangen - weiter hohes Niveau,11122021_09:20,https://www.sueddeutsche.de/gesundheit/gesundheit-erfurt-corona-inzidenz-etwas-zurueckgegangen-weiter-hohes-niveau-dpa.urn-newsml-dpa-com-20090101-211211-99-342340,Gesundheit - Erfurt,dpa,,,11122021,Sueddeutsche
"""Wir sind hier alle ausgebrannt""",11122021_09:20,https://www.sueddeutsche.de/panorama/corona-pflegekraefte-1.5485057,Pflegekräfte-Mangel,,Von Anna Ernst und Oliver Klasen,"Manchen Intensivstationen ist in der Pandemie ein Fünftel des Personals abhanden gekommen. Wie Kliniken verzweifelt versuchen, den Mangel auszugleichen.
                        
                            Von Anna Ernst und Oliver Klasen",11122021,Sueddeutsche
Lucha: Dringlichkeit des Boosterns erst seit Oktober klar,11122021_09:18,https://www.sueddeutsche.de/gesundheit/krankheiten-ravensburg-lucha-dringlichkeit-des-boosterns-erst-seit-oktober-klar-dpa.urn-newsml-dpa-com-20090101-211211-99-342275,Krankheiten - Ravensburg,dpa,,,11122021,Sueddeutsche
Über tausend Teilnehmer bei Corona-Protesten,11122021_09:15,https://www.sueddeutsche.de/politik/demonstrationen-magdeburg-ueber-tausend-teilnehmer-bei-corona-protesten-dpa.urn-newsml-dpa-com-20090101-211211-99-342295,Demonstrationen - Magdeburg,dpa,,,11122021,Sueddeutsche
Unterdrückter Streit auf der Familienfeier,11122021_09:10,https://www.jetzt.de/horror-party/horror-party-afd-cousine-geburtstagsfeier-streit-familie,Horror-Party,,,In dieser Serie erzählen wir von unseren schlimmsten Partys. Dieses Mal hat unsere Autorin auf einer Familienfeier zu kämpfen: Ihre Gesprächspartnerin hat eine komplett andere politische Einstellung als sie.,11122021,Sueddeutsche
Logistikbranche warnt wegen Fahrermangels vor Impfpflicht,11122021_09:09,https://www.sueddeutsche.de/wirtschaft/transport-logistikbranche-warnt-wegen-fahrermangels-vor-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211211-99-341202,Transport,dpa,,,11122021,Sueddeutsche
Nach Bahnhofsattacke gegen Mädchen Bewährungsstrafe verhängt,11122021_09:07,https://www.sueddeutsche.de/panorama/prozesse-schwerin-nach-bahnhofsattacke-gegen-maedchen-bewaehrungsstrafe-verhaengt-dpa.urn-newsml-dpa-com-20090101-211211-99-342136,Prozesse - Schwerin,dpa,,,11122021,Sueddeutsche
"Corona-Update: Inzidenz bei 402,9",11122021_09:05,https://www.sueddeutsche.de/panorama/corona-update-inzidenz-bei-402-9-1.5485666,,,,"Video
                    
                    
                        Die bundesweite Sieben-Tage-Inzidenz ist im Vergleich zum Vortag erneut gesunken. Das Robert Koch-Institut (RKI) gab den Wert der Neuinfektionen pro 100 000 Einwohner und Woche am Samstagmorgen mit 402,9 an.",11122021,Sueddeutsche
Stromausfall am Flughafen: Betrieb kurzzeitig eingestellt,11122021_09:04,https://www.sueddeutsche.de/wirtschaft/verkehr-hamburg-stromausfall-am-flughafen-betrieb-kurzzeitig-eingestellt-dpa.urn-newsml-dpa-com-20090101-211211-99-342106,Verkehr - Hamburg,dpa,,,11122021,Sueddeutsche
Vierjähriges Kind bei Frontalzusammenstoß schwer verletzt,11122021_09:04,https://www.sueddeutsche.de/bayern/unfaelle-weibersbrunn-vierjaehriges-kind-bei-frontalzusammenstoss-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211211-99-342119,Unfälle - Weibersbrunn,dpa,,,11122021,Sueddeutsche
RKI: Corona-Inzidenz in Bayern weiter gesunken,11122021_09:04,https://www.sueddeutsche.de/bayern/gesundheit-berlin-rki-corona-inzidenz-in-bayern-weiter-gesunken-dpa.urn-newsml-dpa-com-20090101-211211-99-342109,Gesundheit - Berlin,dpa,,,11122021,Sueddeutsche
Nazi-Kunst - oder nicht?,11122021_09:03,https://www.sueddeutsche.de/muenchen/starnberg/starnberg-kirche-fresko-kunst-nationalsozialismus-1.5484791,Umstrittener Altarhintergrund,,Von Sabine Bader,"Das verstörende Fresko in Sankt Maria in Starnberg hat 1933 die Hitler-Partei NSDAP beauftragt.  Stadtpfarrer Andreas Jall arbeitet diese Geschichte nun auf.
                        
                            Von Sabine Bader",11122021,Sueddeutsche
"Eine Stimme für alle, die verstummt sind",11122021_09:03,https://www.sueddeutsche.de/sport/olympia-china-boykott-wangchen-tibet-1.5485239,China und Tibet,,"Von Johannes Knuth, Berlin","Weil er auf olympische Versprechen vertraute und einen kritischen Film über China drehte, wurde der Tibeter Dhondup Wangchen gefoltert und saß sechs Jahre im Gefängnis. Heute sagt er: Ein Komplettboykott der Winterspiele in Peking wäre das Mindeste.
                        
                            Von Johannes Knuth, Berlin",11122021,Sueddeutsche
Unbekannter attackiert 18-Jährige mit Glasflasche,11122021_09:02,https://www.sueddeutsche.de/bayern/kriminalitaet-passau-unbekannter-attackiert-18-jaehrige-mit-glasflasche-dpa.urn-newsml-dpa-com-20090101-211211-99-342100,Kriminalität - Passau,dpa,,,11122021,Sueddeutsche
"Sieben-Tage-Inzidenz leicht auf 888,9 gestiegen",11122021_09:02,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-sieben-tage-inzidenz-leicht-auf-8889-gestiegen-dpa.urn-newsml-dpa-com-20090101-211211-99-342094,Gesundheit - Berlin,dpa,,,11122021,Sueddeutsche
Vom Bus erfasst: 25-Jähriger schwer verletzt,11122021_09:02,https://www.sueddeutsche.de/bayern/unfaelle-muenchen-vom-bus-erfasst-25-jaehriger-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211211-99-342095,Unfälle - München,dpa,,,11122021,Sueddeutsche
Nur jeder Fünfte findet einen Job,11122021_09:01,https://www.sueddeutsche.de/muenchen/starnberg/starnberg-fluechtlinge-sz-adventskalender-1.5484797,SZ-Adventskalender,,Von Sabine Bader,"Asylbewerber sind oft besonders motiviert: Sie wollen arbeiten, um finanziell unabhängig zu werden und selbständig leben zu können.  Doch Sprachbarrieren und eine geringe Impfquote erschweren die Integration.
                        
                            Von Sabine Bader",11122021,Sueddeutsche
Sachsen meldet 125 gestorbene Corona-Patienten,11122021_09:00,https://www.sueddeutsche.de/gesundheit/gesundheit-dresden-sachsen-meldet-125-gestorbene-corona-patienten-dpa.urn-newsml-dpa-com-20090101-211211-99-342074,Gesundheit - Dresden,dpa,,,11122021,Sueddeutsche
"Schwerin-Coach nach Sieg: ""Als Mannschaft gewonnen""",11122021_09:00,https://www.sueddeutsche.de/sport/volleyball-schwerin-schwerin-coach-nach-sieg-als-mannschaft-gewonnen-dpa.urn-newsml-dpa-com-20090101-211211-99-342070,Volleyball - Schwerin,dpa,,,11122021,Sueddeutsche
