Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Mutter getötet - Haftstrafe für 33-Jährige,2021-12-16 11:58:00,https://www.sueddeutsche.de/bayern/regenburg-prozess-urteil-totschlag-1.5489291,Regensburg,,,Die Frau hatte ihre Mutter unter anderem mit einer Porzellanfigur und einem Messer angegriffen - und danach selbst die Polizei verständigt.,16122021,Sueddeutsche
Lebenslange Haft für Angeklagten im Volkmarsen-Prozess,2021-12-16 11:55:00,https://www.sueddeutsche.de/panorama/prozesse-kassel-lebenslange-haft-fuer-angeklagten-im-volkmarsen-prozess-dpa.urn-newsml-dpa-com-20090101-211216-99-404775,Prozesse - Kassel,dpa,,,16122021,Sueddeutsche
Trainer Hütter nicht das Problem - Kaderveränderungen nötig,2021-12-16 11:53:00,https://www.sueddeutsche.de/sport/fussball-trainer-huetter-nicht-das-problem-kaderveraenderungen-noetig-dpa.urn-newsml-dpa-com-20090101-211216-99-406195,Fußball,dpa,,,16122021,Sueddeutsche
Ältester Franzose stirbt an Corona,2021-12-16 11:52:00,https://www.sueddeutsche.de/politik/corona-weltweit-omikron-europa-2022-1.5486498,Corona weltweit,,Aktuelle Meldungen weltweit,"Der älteste Mann Frankreichs ist mit 112 Jahren an Corona gestorben. Die Ausbreitung von Omikron veranlasst Regierungen weltweit dazu, Grenzen zu schließen.
                        
                            Aktuelle Meldungen weltweit",16122021,Sueddeutsche
"1,7 Millionen Menschen aus Sachsen-Anhalt nutzen Internet",2021-12-16 11:52:00,https://www.sueddeutsche.de/service/internet-halle-saale-17-millionen-menschen-aus-sachsen-anhalt-nutzen-internet-dpa.urn-newsml-dpa-com-20090101-211216-99-406270,Internet - Halle (Saale),dpa,,,16122021,Sueddeutsche
"""KeinerBleibtAllein"": Weihnachten feiern mit Unbekannten",2021-12-16 11:51:00,https://www.sueddeutsche.de/service/jahreswechsel-keinerbleibtallein-weihnachten-feiern-mit-unbekannten-dpa.urn-newsml-dpa-com-20090101-211216-99-405465,Jahreswechsel,dpa,,,16122021,Sueddeutsche
Bewerber aus Sachsen im Finale des Deutschen Kita-Preises,2021-12-16 11:51:00,https://www.sueddeutsche.de/leben/gesellschaft-leipzig-bewerber-aus-sachsen-im-finale-des-deutschen-kita-preises-dpa.urn-newsml-dpa-com-20090101-211216-99-406249,Gesellschaft - Leipzig,dpa,,,16122021,Sueddeutsche
Autofahrer überschlägt sich bei Flucht vor Polizei,2021-12-16 11:49:00,https://www.sueddeutsche.de/panorama/unfaelle-langen-hessen-autofahrer-ueberschlaegt-sich-bei-flucht-vor-polizei-dpa.urn-newsml-dpa-com-20090101-211216-99-406217,Unfälle - Langen (Hessen),dpa,,,16122021,Sueddeutsche
"""Die häufigsten Feiertagsnotfälle in Tierkliniken sind Verdauungsprobleme"" ",2021-12-16 11:48:00,https://sz-magazin.sueddeutsche.de/essen-und-trinken/tipps-tieraerztin-haustier-essen-weihnachten-hund-katze-90992,Haustiere,,Interview von Marc Baumann,"Ein Festmahl für Fiffi? Eher keine gute Idee, sagt die Vize-Präsidentin des Bundesverbands praktizierender Tierärzte. Aber Petra Sindern hat dennoch Tipps, was man seinem Haustier an Weihnachten Gutes tun kann.
                        
                            Interview von Marc Baumann",16122021,Sueddeutsche
"Landtag debattiert über Hilfen: 1,4 Milliarden bewilligt",2021-12-16 11:47:00,https://www.sueddeutsche.de/politik/landtag-schwerin-landtag-debattiert-ueber-hilfen-14-milliarden-bewilligt-dpa.urn-newsml-dpa-com-20090101-211215-99-396733,Landtag - Schwerin,dpa,,,16122021,Sueddeutsche
