Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Corona-Update: Inzidenz fällt leicht,07122021_07:20,https://www.sueddeutsche.de/panorama/corona-update-inzidenz-faellt-leicht-1.5481872,,,,"Video
                    
                    
                        Die bundesweite Sieben-Tage-Inzidenz ist leicht gefallen. Das Robert Koch-Institut gab die Zahl am Dienstagmorgen mit 432,2 an. Zum Vergleich: Am Vortag hatte der Wert bei 441,9, gelegen, vor einer Woche bei 452,2.",07122021,Sueddeutsche
Umfrage: Kommunen wollen wegen Corona-Krise stärker sparen,07122021_07:18,https://www.sueddeutsche.de/wirtschaft/finanzen-umfrage-kommunen-wollen-wegen-corona-krise-staerker-sparen-dpa.urn-newsml-dpa-com-20090101-211207-99-284773,Finanzen,dpa,,,07122021,Sueddeutsche
Gewerkschaft: Testkonzept für Kitas kommt zu spät,07122021_07:10,https://www.sueddeutsche.de/bayern/gesundheit-muenchen-gewerkschaft-testkonzept-fuer-kitas-kommt-zu-spaet-dpa.urn-newsml-dpa-com-20090101-211206-99-279997,Gesundheit - München,dpa,,,07122021,Sueddeutsche
Frostig kalte Temperaturen in Mecklenburg-Vorpommern,07122021_07:09,https://www.sueddeutsche.de/panorama/wetter-schwerin-frostig-kalte-temperaturen-in-mecklenburg-vorpommern-dpa.urn-newsml-dpa-com-20090101-211207-99-284678,Wetter - Schwerin,dpa,,,07122021,Sueddeutsche
Umfrage: Viele Kommunen müssen wegen Corona sparen,07122021_07:07,https://www.sueddeutsche.de/wirtschaft/finanzen-leinfelden-echterdingen-umfrage-viele-kommunen-muessen-wegen-corona-sparen-dpa.urn-newsml-dpa-com-20090101-211206-99-280173,Finanzen - Leinfelden-Echterdingen,dpa,,,07122021,Sueddeutsche
Viele Kommunen wollen Steuern und Gebühren erhöhen,07122021_07:05,https://www.sueddeutsche.de/wirtschaft/finanzen-leinfelden-echterdingen-viele-kommunen-wollen-steuern-und-gebuehren-erhoehen-dpa.urn-newsml-dpa-com-20090101-211207-99-284657,Finanzen - Leinfelden-Echterdingen,dpa,,,07122021,Sueddeutsche
Zwei Teenager überleben Hai-Attacke in Australien,07122021_07:04,https://www.sueddeutsche.de/panorama/notfaelle-zwei-teenager-ueberleben-hai-attacke-in-australien-dpa.urn-newsml-dpa-com-20090101-211207-99-284530,Notfälle,dpa,,,07122021,Sueddeutsche
Lastwagen kollidieren bei Selters: Vollsperrung,07122021_07:02,https://www.sueddeutsche.de/panorama/unfaelle-selterswesterwald-lastwagen-kollidieren-bei-selters-vollsperrung-dpa.urn-newsml-dpa-com-20090101-211207-99-284597,Unfälle - Selters(Westerwald),dpa,,,07122021,Sueddeutsche
"Sieben-Tage-Inzidenz sinkt auf 432,2",07122021_07:01,https://www.sueddeutsche.de/politik/corona-aktuell-rki-inzidenz-neuinfektionen-1.5481008,Coronavirus in Deutschland,,Nachrichten aus Deutschland,"Das RKI registriert gut 36 000 Neuinfektionen binnen eines Tages. Von Mittwoch an sollen Schaffner die 3-G-Regel in Zügen kontrollieren und Fahrgäste gegebenenfalls ""diskret und höflich"" bitten auszusteigen.
                        
                            Nachrichten aus Deutschland",07122021,Sueddeutsche
Biden will Putin im Ukraine-Konflikt mit Wirtschaftssanktionen drohen,07122021_06:58,https://www.sueddeutsche.de/panorama/biden-will-putin-im-ukraine-konflikt-mit-wirtschaftssanktionen-drohen-1.5481867,,,,"Video
                    
                    
                        Die USA und ihre europäischen Verbündeten haben ihr Vorgehen für den Fall eines russischen Angriffs auf die Ukraine abgestimmt.",07122021,Sueddeutsche
