Titel,URL,Date_Info,News_page,Kategorie,author
"ifo-Studie zur Schulreform: Beeinflusst Ethikunterricht, wie religiös und konservativ Menschen sind?",https://www.spiegel.de/panorama/bildung/ifo-studie-einfuehrung-von-ethikunterricht-beeinflusst-wie-religioes-und-konservativ-menschen-sind-a-7c21cfb0-1ce5-4e02-be68-f5e60834f8ba,11012022_12:05 ,Spiegel,panorama,
Würdigungen: Maya Angelou kommt als erste Schwarze auf US-Vierteldollarmünze,https://www.spiegel.de/kultur/maya-angelou-schriftstellerin-und-buergerrechtlerin-kommt-als-erste-schwarze-auf-us-vierteldollarmuenze-a-44f3df72-6323-43ca-9448-12a0690061a6,11012022_11:59 ,Spiegel,kultur,
Risikobericht des Weltwirtschaftsforums: Experten blicken pessimistisch in die Zukunft,https://www.spiegel.de/wirtschaft/risikobericht-weltwirtschaftsforum-warnt-vor-klimawandel-und-cyberangriffen-a-f7eb0125-3499-449e-b153-2cb442493237,11012022_11:56 ,Spiegel,wirtschaft,
Habecks Eröffnungsbilanz zum Klimaschutz: »Wir starten mit einem gehörigen Rückstand«,https://www.spiegel.de/politik/robert-habeck-gruene-zum-klimaschutz-wir-starten-mit-einem-gehoerigen-rueckstand-a-759d778a-511a-4ef7-ad82-ac7b4abdcb35,11012022_11:42 ,Spiegel,politik,
Nach zwei Omikron-Fällen: Millionenmetropole Anyang in China verhängt Lockdown,https://www.spiegel.de/ausland/coronavirus-naechste-millionenmetropole-in-china-verhaengt-lockdown-a-e76343e4-f96f-4888-bffd-7f11fe9a57fe,11012022_11:32 ,Spiegel,ausland,
Erftstadt: Razzia gegen Tagebaubetreiber wegen Flutkatastrophe,https://www.spiegel.de/panorama/justiz/erftstadt-razzia-gegen-tagebaubetreiber-wegen-flutkatastrophe-a-9ee948c8-ff9f-4042-a6fc-d22557979a67,11012022_11:17 ,Spiegel,panorama,
+++Livestream+++: Robert Habeck stellt Klima-Sofortprogramm vor,https://www.spiegel.de/wirtschaft/robert-habeck-stellt-klima-sofortprogramm-vor-a-fb4a15bc-f52a-44e1-b3cf-26461d2547a1,11012022_11:00 ,Spiegel,wirtschaft,
Nach Eklat bei Olympischen Spielen: Ermittlungsverfahren gegen Springreiterin Schleu eingestellt,https://www.spiegel.de/sport/fuenfkampf-in-tokio-2021-ermittlungsverfahren-gegen-annika-schleu-eingestellt-a-1f082aa4-abf7-49f8-be5d-8ea4217e2849,11012022_10:57 ,Spiegel,sport,
Geburtenrekord im Wattenmeer: So viele Kegelrobben vor Helgoland wie nie,https://www.spiegel.de/panorama/gesellschaft/wattenmeer-vor-helgoland-wurden-so-viele-kegelrobben-gezaehlt-wie-nie-a-3f3a1e37-26ae-4581-9b34-056150435772,11012022_10:43 ,Spiegel,panorama,
Medienbericht: Russland verlegt Hubschrauber und Flugzeuge an die ukrainische Grenze,https://www.spiegel.de/ausland/ukraine-russland-verlegt-angeblich-hubschrauber-und-flugzeuge-an-die-grenze-a-d4d35b17-eabd-48e1-8c4d-afbab98e4734,11012022_10:43 ,Spiegel,ausland,
