Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Welche Corona-Regeln in Bayern gelten,13122021_08:55,https://www.sueddeutsche.de/bayern/corona-regeln-massnahmen-bayern-aktuell-1.4878824,Corona-Krise im Freistaat,,Von Max Ferstl und Kassian Stroh,"Im Handel gibt es jetzt die 2-G-Regel, in den Kitas nach Weihnachten eine Testpflicht. Keinen Test mehr brauchen künftig Wintersportler im Lift. Ein Überblick über die aktuellen Corona-Maßnahmen.
                        
                            Von Max Ferstl und Kassian Stroh",13122021,Sueddeutsche,bayern
Frisch gekürte Miss Universe in Tränen,13122021_08:52,https://www.sueddeutsche.de/panorama/frisch-gekuerte-miss-universe-in-traenen-1.5486545,,,,"Video
                    
                    
                        Die 70. Miss Universe kommt aus Indien und heißt Harnaaz Sandhu.",13122021,Sueddeutsche,panorama
"Der Wahnsinn kehrt zurück: Darts-Sause im ""Ally Pally""",13122021_08:49,https://www.sueddeutsche.de/sport/darts-der-wahnsinn-kehrt-zurueck-darts-sause-im-ally-pally-dpa.urn-newsml-dpa-com-20090101-211212-99-357798,Darts,dpa,,,13122021,Sueddeutsche,sport
Harte Zeiten für Sportvereine,13122021_08:48,https://www.sueddeutsche.de/muenchen/starnberg/starnberg-sportvereine-corona-mitglieder-1.5485926,Corona-Pandemie in Starnberg,,Von Christian Deussing und Linus Freymark,"Die Corona-Pandemie hinterlässt auch diesen Winter ihre Spuren: Der Wettkampfbetrieb ist weitgehend eingestellt, Training ist oft nur noch unter 2-G-Plus-Bedingungen möglich. Viele Aktive haben ihre Mitgliedschaft daher gekündigt - und reißen damit ein Loch in die Vereinskasse.
                        
                            Von Christian Deussing und Linus Freymark",13122021,Sueddeutsche,muenchen
Banken in Niedersachsen dünnen ihr Filialnetz weiter aus,13122021_08:47,https://www.sueddeutsche.de/wirtschaft/banken-hannover-banken-in-niedersachsen-duennen-ihr-filialnetz-weiter-aus-dpa.urn-newsml-dpa-com-20090101-211213-99-361152,Banken - Hannover,dpa,,,13122021,Sueddeutsche,wirtschaft
Ricarda Lang kündigt Kandidatur für Grünen-Parteivorsitz an,13122021_08:45,https://www.sueddeutsche.de/politik/parteien-berlin-ricarda-lang-kuendigt-kandidatur-fuer-gruenen-parteivorsitz-an-dpa.urn-newsml-dpa-com-20090101-211213-99-360597,Parteien - Berlin,dpa,,,13122021,Sueddeutsche,politik
"Innenminister: ""Rechtsstaat muss klare Kante zeigen""",13122021_08:44,https://www.sueddeutsche.de/gesundheit/gesundheit-erfurt-innenminister-rechtsstaat-muss-klare-kante-zeigen-dpa.urn-newsml-dpa-com-20090101-211213-99-362920,Gesundheit - Erfurt,dpa,,,13122021,Sueddeutsche,gesundheit
Corona-Impfung für jüngere Kinder startet diese Woche,13122021_08:40,https://www.sueddeutsche.de/politik/corona-aktuell-deutschland-kinder-impfung-rki-1.5486493,Meldungen zum Coronavirus,,Nachrichten aus Deutschland,"Von fünf Jahren an können Kinder das Vakzin erhalten - die Bundesländer setzen dabei auf verschiedene Konzepte. Die Inzidenz sinkt laut RKI erneut leicht. 
                        
                            Nachrichten aus Deutschland",13122021,Sueddeutsche,politik
Über die Angst hinauswachsen,13122021_08:39,https://www.sueddeutsche.de/muenchen/dachau/dachau-kz-gedenkstaette-volkslehrer-schueler-1.5486274,Preis für Zivilcourage,,"Von Thomas Radlmaier, Dachau/Kirchseeon","Die Dachauerin Eva Gruberová trat gemeinsam mit Schülern in der KZ-Gedenkstätte einem rechtsradikalen Blogger entgegen. Vor Gericht sagten sie gegen den Volksverhetzer aus. Dafür erhalten sie nun den Dachau-Preis für Zivilcourage.
                        
                            Von Thomas Radlmaier, Dachau/Kirchseeon",13122021,Sueddeutsche,muenchen
Der König und das Bambi,13122021_08:38,https://www.sueddeutsche.de/sport/fc-bayern-musiala-coman-1.5486253,FC Bayern vor der Herbstmeisterschaft,,Von Christof Kneer,"Beim 2:1 gegen Mainz stehen die Torschützen Coman und Musiala im Mittelpunkt. Beide Spieler profitieren davon, dass Trainer Nagelsmann ihre Jobprofile erweitert und ihr Verantwortungsbewusstsein geschärft hat.
                        
                            Von Christof Kneer",13122021,Sueddeutsche,sport
Frau stirbt nach Sturz auf Heimweg - Polizei sucht Zeugen,13122021_08:35,https://www.sueddeutsche.de/muenchen/muenchen-polizei-schwabing-sturz-1.5486525,Schwabing,,,Die 59-Jährige war im Sommer auf dem Heimweg von einer Feier gestürzt. Vier Monate später ist sie an den Verletzungen gestorben.,13122021,Sueddeutsche,muenchen
Nach Niederlagen: Auf Netzhoppers warten zwei dicke Brocken,13122021_08:29,https://www.sueddeutsche.de/sport/volleyball-bestensee-nach-niederlagen-auf-netzhoppers-warten-zwei-dicke-brocken-dpa.urn-newsml-dpa-com-20090101-211213-99-362784,Volleyball - Bestensee,dpa,,,13122021,Sueddeutsche,sport
Gasexplosion auf Sizilien - Weiteres Opfer geborgen,13122021_08:29,https://www.sueddeutsche.de/panorama/gasexplosion-auf-sizilien-weiteres-opfer-geborgen-1.5486529,,,,"Video
                    
                    
                        Der Sprecher der Feuerwehr bestätigte, dass nun offiziell sieben Personen ums Leben gekommen seien. Zwei Personen werden noch vermisst.",13122021,Sueddeutsche,panorama
LKA: Mehr Personal für Drogen-Ermittlungen nötig,13122021_08:28,https://www.sueddeutsche.de/panorama/kriminalitaet-berlin-lka-mehr-personal-fuer-drogen-ermittlungen-noetig-dpa.urn-newsml-dpa-com-20090101-211213-99-362774,Kriminalität - Berlin,dpa,,,13122021,Sueddeutsche,panorama
Elfjähriger zündelt im Beichtstuhl,13122021_08:24,https://www.sueddeutsche.de/bayern/polizei-kissing-elfjaehriger-zuendelt-im-beichtstuhl-dpa.urn-newsml-dpa-com-20090101-211213-99-362743,Polizei - Kissing,dpa,,,13122021,Sueddeutsche,bayern
Sandro Schwarz mit positiver Bilanz bei Dynamo Moskau,13122021_08:16,https://www.sueddeutsche.de/sport/fussball-sandro-schwarz-mit-positiver-bilanz-bei-dynamo-moskau-dpa.urn-newsml-dpa-com-20090101-211213-99-362650,Fußball,dpa,,,13122021,Sueddeutsche,sport
Statistik: Mehr Geburten in Nordrhein-Westfalen,13122021_08:13,https://www.sueddeutsche.de/leben/bevoelkerung-duesseldorf-statistik-mehr-geburten-in-nordrhein-westfalen-dpa.urn-newsml-dpa-com-20090101-211213-99-362636,Bevölkerung - Düsseldorf,dpa,,,13122021,Sueddeutsche,leben
Verwirrte Frau fährt 220 Kilometer mit gestohlenem Auto,13122021_08:11,https://www.sueddeutsche.de/panorama/kriminalitaet-grimmen-verwirrte-frau-faehrt-220-kilometer-mit-gestohlenem-auto-dpa.urn-newsml-dpa-com-20090101-211213-99-362622,Kriminalität - Grimmen,dpa,,,13122021,Sueddeutsche,panorama
Antisemitismusbeauftragter zu Protesten: kein Dialog möglich,13122021_08:09,https://www.sueddeutsche.de/gesundheit/gesundheit-reutlingen-antisemitismusbeauftragter-zu-protesten-kein-dialog-moeglich-dpa.urn-newsml-dpa-com-20090101-211213-99-362598,Gesundheit - Reutlingen,dpa,,,13122021,Sueddeutsche,gesundheit
Weihnachtlicher Lauf von Halbnackten durch Budapest,13122021_08:05,https://www.sueddeutsche.de/panorama/weihnachtlicher-lauf-von-halbnackten-durch-budapest-1.5486522,,,,"Video
                    
                    
                        Es war bereits der 18. Lauf dieser Art und die Teilnahmegebühren werden gespendet.",13122021,Sueddeutsche,panorama
Wachsende Sorge vor Radikalisierung von Corona-Protesten,13122021_08:00,https://www.sueddeutsche.de/panorama/corona-pandemie-wachsende-sorge-vor-radikalisierung-von-corona-protesten-1.5486515,Corona-Pandemie:,,,"Video
                    
                    
                        In vielen deutschen Städten wurde am Wochenende gegen die Corona-Politik demonstriert. Oft blieb es friedlich, mancherorts ging es aber ziemlich aggressiv zu.",13122021,Sueddeutsche,panorama
