Titel,URL,Date_Info,News_page,Kategorie,author
Schweinepest in Mecklenburg-Vorpommern: Rund 4000 Tiere sollen getötet werden,https://www.spiegel.de/wirtschaft/schweinepest-in-mecklenburg-vorpommern-rund-4000-tiere-sollen-getoetet-werden-a-cd25d8e7-c03a-4133-accb-fce93c4d76e2,17112021_11:57 ,Spiegel,wirtschaft,
"Sperlinge, Stare, Lerchen: 600 Millionen Brutvögel in der EU verschwunden",https://www.spiegel.de/wissenschaft/artenschutz-600-millionen-brutvoegel-in-der-eu-verschwunden-a-96e90fd7-25c4-4d9a-b0f3-6815537a6e5b,17112021_11:50 ,Spiegel,wissenschaft,
»Rückkehr nach Hogwarts«: »Harry Potter«-Stars kommen für TV-Special zusammen,https://www.spiegel.de/kultur/tv/harry-potter-daniel-radcliffe-emma-watson-und-andere-stars-kommen-fuer-tv-special-bei-hbo-max-zusammen-a-90984267-be8f-4d76-860e-d138bdb1f1e3,17112021_11:37 ,Spiegel,kultur,
Kampf gegen Covid-19: Wie Israel seine vierte Welle gebrochen hat,https://www.spiegel.de/ausland/israels-staatsepidemiologe-salman-zarka-wenn-man-genug-impfstoff-hat-gibt-es-keinen-grund-die-salamitaktik-anzuwenden-a-d063c3ba-ff47-4355-85e2-e29322228840,17112021_11:29 ,Spiegel,ausland,Ein Interview von Alexandra Rojkov
Videobotschaft von Britney Spears: »Ihr habt mir das Leben gerettet. Zu 100 Prozent«,https://www.spiegel.de/panorama/leute/britney-spears-mit-videobotschaft-ihr-habt-mir-das-leben-gerettet-zu-100-prozent-a-04873e60-6ecb-4bc4-af8a-79fcc8a64ebd,17112021_11:19 ,Spiegel,panorama,
Vietnam: Nudelverkäufer muss wegen Salt-Bae-Parodie zur Polizei,https://www.spiegel.de/panorama/gesellschaft/vietnam-nudelverkaeufer-muss-wegen-salt-bae-parodie-zur-polizei-a-6657ac46-f43c-43b8-877c-9055b4f11408,17112021_11:09 ,Spiegel,panorama,
Nach Update: Corona-Warn-App markiert gefälschte Impfzertifikate als ungültig,https://www.spiegel.de/netzwelt/apps/corona-warn-app-markiert-gefaelschte-impfzertifikate-als-ungueltig-a-15080d16-86b0-437e-9afd-c8f5ef0add80,17112021_10:52 ,Spiegel,netzwelt,Von Matthias Kremp
"Athleten-Kritik an Olympiabauten in Peking: »Übertrieben, überdimensional, es ist Protz«",https://www.spiegel.de/sport/wintersport/olympia-2022-in-peking-felix-loch-und-natalie-geisenberger-kritisieren-sportstaetten-a-334f78a3-a5af-413f-8cd7-e7bfb24d0e57,17112021_10:45 ,Spiegel,sport,
Ransomware: Wie Erpresser für einen grauen Fleck auf der Corona-Karte sorgen,https://www.spiegel.de/netzwelt/web/ransomware-wie-erpresser-fuer-einen-grauen-fleck-auf-der-corona-karte-sorgen-a-92f3cff2-59e4-4b5d-a9d2-6d16589676f3,17112021_10:31 ,Spiegel,netzwelt,
"Rekordpreise bei Kunstauktion: Selbstporträt von Frida Kahlo für 34,9 Millionen US-Dollar versteigert",https://www.spiegel.de/kultur/frida-kahlo-selbstportraet-der-kuenstlerin-fuer-rekordsumme-von-34-9-millionen-us-dollar-versteigert-a-a3445fbb-970a-409d-a50b-10205d010f30,17112021_10:17 ,Spiegel,kultur,
Segelklassiker: Die Frauen bekommen ihren eigenen America's Cup,https://www.spiegel.de/sport/segeln-die-frauen-bekommen-ihren-eigenen-america-s-cup-a-f30fcd53-941a-4843-abe4-2f7e0ded5fc6,17112021_10:14 ,Spiegel,sport,
Großrazzia in NRW: Polizei durchsucht Dutzende Objekte,https://www.spiegel.de/panorama/grossrazzia-in-nrw-polizei-durchsucht-dutzende-objekte-a-68d11b37-9cd9-4501-b14d-28c63e373f22,17112021_10:11 ,Spiegel,panorama,
Bergkarabach: Aserbaidschan und Armenien melden acht tote Soldaten,https://www.spiegel.de/ausland/aserbaidschan-und-armenien-melden-acht-tote-soldaten-nach-neuen-kaempfen-a-e2d0bc60-bc05-4e70-9697-641b795d67f1,17112021_09:55 ,Spiegel,ausland,
Stiftung Warentest: Vanille-Extrakte enthalten oft nur wenig Vanille – Schoten haben das beste Aroma,https://www.spiegel.de/wirtschaft/service/stiftung-warentest-vanille-pasten-und-extrakte-enthalten-oft-nur-wenig-vanille-a-1c452526-a7a0-4a52-b5eb-81a98b13fe88,17112021_09:33 ,Spiegel,wirtschaft,
Nach Machtübernahme: Taliban fordern US-Regierung zur Freigabe afghanischer Geldreserven auf,https://www.spiegel.de/ausland/afghanistan-taliban-fordern-us-regierung-zur-freigabe-von-geldreserven-auf-a-f190cb23-840e-44c4-892c-30be6e854d23,17112021_09:25 ,Spiegel,ausland,
+++ Corona-News +++: Sieben-Tage-Inzidenz steigt in Österreich auf 953,https://www.spiegel.de/wissenschaft/corona-news-hausaerzte-warnen-vor-verteilungskampf-bei-booster-impfungen-a-b79a559b-cf9d-41c7-bd96-ead11880abc3,17112021_09:01 ,Spiegel,wissenschaft,
Migrationsroute über Belarus: Tausend Flüchtende an der Grenze zu Polen verbrachten Nacht in Lagerhalle,https://www.spiegel.de/ausland/belarus-tausend-fluechtende-an-der-grenze-zu-polen-verbrachten-nacht-in-lagerhalle-a-e90de2ff-296b-413d-b61a-5ff11feaa253,17112021_08:31 ,Spiegel,ausland,
"Tennis-WTA-Finale: Am niedrigsten gesetzt, am weitesten gekommen",https://www.spiegel.de/sport/tennis/am-niedrigsten-gesetzt-am-weitesten-gekommen-a-ffe4e66f-79c8-4477-a926-2b5f5a0de54c,17112021_08:16 ,Spiegel,sport,
Rentner-Kuriere: 73-jährige Deutsche mit vier Kilo Kokain festgenommen,https://www.spiegel.de/panorama/zuerich-73-jaehrige-deutsche-mit-vier-kilo-kokain-festgenommen-a-583ad551-b493-40f7-8dc3-c3f78a6b8764,17112021_08:14 ,Spiegel,panorama,
Russische Militärbewegungen: Schwedens Verteidigungsminister schlägt EU-Trainingsmission in der Ukraine vor,https://www.spiegel.de/ausland/schwedens-verteidigungsminister-schlaegt-eu-trainingsmission-in-der-ukraine-vor-a-ccac6529-bdfb-4a5e-ac72-523f055680c4,17112021_08:05 ,Spiegel,ausland,
"Qualifikation für Katar: Messi kann fünfte WM-Teilnahme planen, Vidal fliegt nach Kung-Fu-Tritt",https://www.spiegel.de/sport/fussball/qualifikation-fuer-katar-auch-ohne-tore-faehrt-argentinien-zur-wm-a-84630f72-d575-447e-b0f7-ef5b14f6c5a6,17112021_07:54 ,Spiegel,sport,
"Zu teuer, zu langsam, zu marode: Konzerne rechnen mit Wirtschaftsstandort Deutschland ab",https://www.spiegel.de/wirtschaft/unternehmen/kpmg-befragung-zu-teuer-zu-marode-konzerne-rechnen-mit-wirtschaftsstandort-deutschland-ab-a-daca0c77-3250-4b48-9996-538db04b3226,17112021_07:53 ,Spiegel,wirtschaft,
Personalmangel in Kliniken: Warum auf den Intensivstationen jetzt die Betten fehlen,https://www.spiegel.de/wirtschaft/soziales/corona-lage-auf-den-intensivstationen-die-fdp-hat-so-ziemlich-nichts-verstanden-a-846d8b1e-1297-4dc0-9625-6b28d73e5d32,17112021_07:34 ,Spiegel,wirtschaft,Von Milena Hassenkamp und Florian Diekmann
Truppenbewegungen an der Grenze zur Ukraine: »Dies sind keine Routineübungen«,https://www.spiegel.de/ausland/truppenbewegungen-an-der-grenze-zur-ukraine-dies-sind-keine-routine-uebungen-a-c1da9d62-7e39-4106-83ec-19db976a0f77,17112021_07:30 ,Spiegel,ausland,Von Christian Esch
