keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,ADF_stationary_google_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,KPSS_stationary_google_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,ADF_stationary_google_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,KPSS_stationary_google_after_diff,ssr_ftest_pValue_lag1_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag2_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag3_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag4_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag5_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag6_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag7_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag1_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag2_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag3_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag4_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag5_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag6_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag7_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag1_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag2_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag3_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag4_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag5_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag6_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag7_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag1_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag2_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag3_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag4_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag5_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag6_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag7_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag1_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag2_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag3_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag4_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag5_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag6_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag7_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag1_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag2_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag3_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag4_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag5_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag6_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag7_after_diff_Wikipedia_grangerCauses_Google,lowest_lag_after_diff_News_grangerCauses_Wikipedia,lowest_lag_after_diff_Wikipedia_grangerCauses_News,lowest_lag_after_diff_News_grangerCauses_Google,lowest_lag_after_diff_Google_grangerCauses_News,lowest_lag_after_diff_Google_grangerCauses_Wikipedia,lowest_lag_after_diff_Wikipedia_grangerCauses_Google
Tod,-1.9966127886111236,0.2880602454291523,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-3.4773158886940827,0.008589143615532483,"{'1%': -3.469648263987657, '5%': -2.878798906308495, '10%': -2.5759713094779593}",False,True,True,True,True,True,-4.648902010106203,0.00010485749529027786,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-5.384668076312917,3.647623140227012e-06,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",True,True,True,True,False,True,0.8959,0.0167,0.1745,0.1915,0.519,0.0202,0.0678,0.0104,0.0035,0.0097,0.3578,0.0906,0.0472,0.5737,0.2977,0.1961,0.2589,0.4341,0.5813,0.5454,0.6424,0.8124,0.0778,0.0087,0.7266,0.3784,0.1874,0.5621,0.1372,0.0333,0.0006,0.0023,0.6761,0.3797,0.3594,0.0186,0.0,0.0005,0.0028,0.1498,0.4959,0.3251,2.0,2.0,,3.0,3.0,2.0
Tote,-2.2303497825088408,0.19541517533338332,"{'1%': -3.468952197801766, '5%': -2.878495056473015, '10%': -2.57580913601947}",-3.127858824353102,0.024559035233413105,"{'1%': -3.4691814633722453, '5%': -2.878595143532943, '10%': -2.5758625549741803}",False,True,True,False,False,False,-11.136268943897806,3.189616078324006e-20,"{'1%': -3.468952197801766, '5%': -2.878495056473015, '10%': -2.57580913601947}",-9.432074121911658,5.15794255419677e-16,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",True,True,True,True,True,True,0.0735,0.0291,0.0017,0.156,0.2596,0.2283,0.2644,0.0068,0.0106,0.0388,0.0508,0.0964,0.108,0.1079,0.3385,0.7215,0.6923,0.8157,0.9116,0.7741,0.6961,0.0003,0.0,0.0001,0.0004,0.0005,0.0006,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1265,0.2248,0.3166,0.3282,0.2193,0.3731,0.4865,3.0,1.0,,2.0,1.0,
Treffen,-2.4417706825709105,0.13029223109715027,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",-2.117985312027393,0.23734438298341892,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",False,True,False,False,True,False,-6.770815598164484,2.644768680497706e-09,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-8.865366224852437,1.4453254305937487e-14,"{'1%': -3.4691814633722453, '5%': -2.878595143532943, '10%': -2.5758625549741803}",True,True,True,True,True,True,0.9501,0.9948,0.552,0.1961,0.298,0.4192,0.5783,0.4982,0.7141,0.2221,0.0368,0.0272,0.0639,0.2943,0.5176,0.3267,0.5309,0.6005,0.8286,0.9255,0.978,0.1812,0.382,0.6853,0.7443,0.8343,0.7186,0.7879,0.0081,0.0119,0.0126,0.0282,0.0654,0.0246,0.0254,0.8216,0.7951,0.068,0.1116,0.1624,0.0793,0.06,,5.0,,,1.0,
Trotz,-2.5482826104659373,0.10416409262321147,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-2.413962201687851,0.13783439593212504,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,False,False,True,False,-4.518906669817881,0.00018173708300353814,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-4.648878401144101,0.00010486810146967747,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.4515,0.5992,0.7232,0.3929,0.5234,0.6125,0.7154,0.7437,0.9716,0.8888,0.9346,0.891,0.9424,0.8131,0.7967,0.9329,0.1448,0.0653,0.7205,0.8474,0.9273,0.4539,0.5117,0.4409,0.2604,0.0852,0.1735,0.1633,0.6818,0.6697,0.0002,0.0,0.0228,0.0002,0.0003,0.2747,0.1298,0.0892,0.1194,0.972,0.9059,0.8998,,,,,4.0,
Trump,-1.8563712892811952,0.35285535608495966,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",-2.2913155222555144,0.17478418836868126,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,False,False,True,True,-5.444351122475144,2.731559156344811e-06,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",-5.384966470517647,3.642373922424171e-06,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",True,True,True,True,True,True,0.0176,0.0111,0.0139,0.0374,0.0451,0.055,0.0123,0.2794,0.3071,0.7253,0.557,0.844,0.9509,0.9651,0.4052,0.173,0.049,0.0259,0.1777,0.1744,0.0848,0.1728,0.1509,0.0033,0.0084,0.0684,0.1384,0.1878,0.4947,0.13,0.0004,0.002,0.0253,0.023,0.0331,0.7047,0.0516,0.2525,0.233,0.0627,0.0783,0.0682,2.0,,4.0,3.0,3.0,
Truppen,-5.050619833640886,1.7604650818269935e-05,"{'1%': -3.4680615871598537, '5%': -2.8781061899535128, '10%': -2.5756015922004134}",-2.9331336287595065,0.041628454977127444,"{'1%': -3.4680615871598537, '5%': -2.8781061899535128, '10%': -2.5756015922004134}",True,True,True,False,True,False,-8.648619191905334,5.1881351664609026e-14,"{'1%': -3.468952197801766, '5%': -2.878495056473015, '10%': -2.57580913601947}",-17.43749696893236,4.729517992241684e-30,"{'1%': -3.4680615871598537, '5%': -2.8781061899535128, '10%': -2.5756015922004134}",True,True,True,True,True,True,0.6552,0.8523,0.9649,0.9957,0.9899,0.9914,0.8952,0.0443,0.0506,0.0146,0.0959,0.0974,0.1397,0.1261,0.3227,0.5306,0.5345,0.5887,0.7171,0.6225,0.4609,0.0003,0.0008,0.002,0.007,0.0298,0.0659,0.0897,0.414,0.5803,0.6014,0.8317,0.4764,0.1966,0.2054,0.0039,0.0041,0.0068,0.0153,0.0044,0.0048,0.0092,,3.0,,1.0,,1.0
Türkei,-2.9509236588150793,0.03973868082130894,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",-2.7190992590239254,0.07079117330215634,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",True,True,False,True,True,False,-5.528586212053205,1.809034228984913e-06,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",-5.405074505473668,3.305061371022724e-06,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.9083,0.9423,0.9102,0.9612,0.9409,0.9282,0.9715,0.6173,0.7911,0.9641,0.7643,0.5229,0.459,0.7588,0.4275,0.007,0.1438,0.1665,0.2398,0.244,0.1454,0.0039,0.014,0.1896,0.2197,0.3266,0.155,0.3319,0.6916,0.6251,0.4521,0.7271,0.8296,0.959,0.9819,0.8193,0.1056,0.0142,0.046,0.1929,0.0546,0.0365,,,2.0,1.0,,3.0
Ukraine,-2.202190137144344,0.2054515239368907,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-2.5483706030942828,0.10414427035204044,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",False,False,False,True,True,True,-4.6158628563325,0.00012074733722428913,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-4.368496331366172,0.0003373478532869459,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",True,True,True,True,True,True,0.1974,0.0011,0.0009,0.0024,0.0011,0.0064,0.0035,0.2084,0.0012,0.0,0.0001,0.0,0.0,0.0,0.3528,0.663,0.1578,0.4939,0.5975,0.5517,0.444,0.9853,0.824,0.0141,0.061,0.0148,0.0119,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,7.0,1.0,2.0
Ukrainekrieg,-2.448136674719524,0.12860834923046838,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-2.3086207153139577,0.16920269192559845,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",False,False,False,True,True,True,-5.006626868132847,2.1532613766862597e-05,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-4.695998076527331,8.562160389714895e-05,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",True,True,True,True,True,True,0.1408,0.1725,0.7136,0.1647,0.0518,0.0775,0.1857,0.06,0.0713,0.0108,0.0387,0.0162,0.0166,0.0238,0.8567,0.927,0.2378,0.3582,0.0831,0.0991,0.0789,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0592,0.0243,0.2173,0.258,0.0782,0.1018,0.1379,0.2767,0.0122,0.0013,0.0001,0.0001,0.0,,3.0,,2.0,1.0,7.0
Und,-1.1832636647488728,0.6807535092534203,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-2.117043648776798,0.23771671990960358,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,False,True,True,False,-5.485741361648728,2.23212898290032e-06,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-6.241720396682865,4.6796691143237966e-08,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.0014,0.0054,0.0554,0.0472,0.0746,0.5639,0.6449,0.943,0.2678,0.9971,0.8992,0.658,0.9226,0.8043,0.5048,0.4021,0.1612,0.6834,0.1522,0.2082,0.028,0.6026,0.6336,0.1752,0.414,0.595,0.0035,0.0017,0.2917,0.5506,0.1628,0.2953,0.3134,0.3292,0.1581,0.7211,0.3117,0.2815,0.0471,0.2253,0.2958,0.4905,1.0,,7.0,7.0,,4.0
Unfall,-2.5791248035193446,0.09738895509505141,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",-1.5633383063789694,0.5019790281041053,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",False,True,False,False,True,False,-6.2412264888818205,4.691965762299787e-08,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-5.027515561014711,1.9572288421831382e-05,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",True,True,True,True,True,True,0.6227,0.7937,0.5998,0.7341,0.8273,0.6103,0.2018,0.5482,0.8535,0.7989,0.6891,0.413,0.024,0.0474,0.7923,0.6788,0.8411,0.9324,0.6865,0.6869,0.7784,0.5346,0.6247,0.3862,0.2417,0.3789,0.2483,0.1922,0.3759,0.7934,0.9616,0.0827,0.0001,0.0001,0.0,0.5452,0.0361,0.0441,0.1113,0.0897,0.4566,0.4546,,6.0,,,7.0,2.0
Union,-3.553017806380134,0.006725423419664023,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-3.1599330576595723,0.02242424139813781,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",True,True,True,True,True,True,-4.976938382958997,2.4647598411901784e-05,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-5.2784552747178894,6.067299516950734e-06,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.418,0.4161,0.3052,0.317,0.8167,0.905,0.9622,0.2731,0.4495,0.8524,0.8933,0.7724,0.9073,0.8463,0.0714,0.0169,0.033,0.0548,0.3055,0.4279,0.2911,0.44,0.2529,0.7304,0.8794,0.9213,0.5223,0.5788,0.0625,0.1021,0.0474,0.3763,0.4835,0.6417,0.8042,0.4658,0.1715,0.0081,0.0185,0.2114,0.2636,0.2408,,,2.0,,3.0,3.0
Urteil,-3.2718735869489564,0.016183503315201072,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-3.891308234242593,0.002099753088996954,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",True,True,True,False,True,True,-5.343114909859146,4.455080337054187e-06,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",-5.880509118382139,3.0863687077014577e-07,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.0389,0.0161,0.1272,0.248,0.108,0.0114,0.0162,0.0107,0.0,0.0022,0.0013,0.0038,0.0055,0.007,0.1854,0.1422,0.2489,0.2087,0.3421,0.284,0.5103,0.0285,0.054,0.1611,0.0265,0.0458,0.0915,0.179,0.1053,0.1953,0.8036,0.7987,0.8841,0.9299,0.8219,0.0873,0.0009,0.004,0.0079,0.0106,0.025,0.0487,6.0,2.0,,4.0,,2.0
Verletzte,-3.1668385523836085,0.021986240860662018,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",-12.035245289051897,2.8131784562891534e-22,"{'1%': -3.467845319799907, '5%': -2.878011745497439, '10%': -2.575551186759871}",True,False,True,False,False,False,-6.917417602849665,1.1697660722742329e-09,"{'1%': -3.469648263987657, '5%': -2.878798906308495, '10%': -2.5759713094779593}",-8.615227699338094,6.3169345775823e-14,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",True,True,True,True,True,True,0.0564,0.0262,0.0078,0.0025,0.0005,0.0012,0.0008,0.8144,0.9185,0.8877,0.8571,0.766,0.3652,0.435,0.4274,0.1777,0.162,0.1275,0.0258,0.0567,0.0361,0.6567,0.5135,0.368,0.312,0.2664,0.1806,0.1751,0.1268,0.1103,0.087,0.2654,0.291,0.3444,0.3681,0.7582,0.3236,0.4771,0.7177,0.7495,0.5802,0.6894,5.0,,5.0,,,
Von,2.094297645826125,0.998783625165562,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-2.29272228567559,0.17432592373937839,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",False,True,False,False,True,True,-1.0025908861163784,0.7523181624194382,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-4.030361885041973,0.0012596114533330346,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",False,True,True,True,False,True,0.0815,0.2459,0.4924,0.3053,0.2874,0.3201,0.1679,0.2503,0.1581,0.3959,0.3203,0.4635,0.4007,0.4783,0.4645,0.0881,0.0906,0.097,0.064,0.2726,0.1942,0.3216,0.2753,0.5508,0.8286,0.4295,0.3116,0.0485,0.4781,0.7082,0.7691,0.7551,0.8414,0.7832,0.6533,0.9798,0.2641,0.4135,0.4162,0.7325,0.8345,0.8678,,,,7.0,,
Vor,-4.451131990969106,0.00024073067479697823,"{'1%': -3.4685016947910636, '5%': -2.8782983668563396, '10%': -2.57570415906989}",-6.210349361171363,5.527163647581939e-08,"{'1%': -3.4680615871598537, '5%': -2.8781061899535128, '10%': -2.5756015922004134}",True,False,True,True,True,True,-5.48440164882053,2.2468036785073404e-06,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-16.674534566975783,1.5348035654404877e-29,"{'1%': -3.4680615871598537, '5%': -2.8781061899535128, '10%': -2.5756015922004134}",True,True,True,True,True,True,0.0896,0.2273,0.6103,0.1834,0.1731,0.1751,0.1889,0.9079,0.3932,0.8032,0.652,0.5696,0.5072,0.6228,0.359,0.6153,0.4122,0.5184,0.3361,0.4064,0.5361,0.9984,0.7451,0.54,0.5081,0.6582,0.6112,0.6952,0.8921,0.2339,0.0369,0.1294,0.0918,0.0352,0.0524,0.2723,0.1937,0.1497,0.3789,0.2785,0.3235,0.3139,,,,,6.0,
Welt,-1.3804140008444938,0.5916290453569075,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",-1.8084774454620378,0.3762610739402595,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,False,False,False,False,-5.741618824520814,6.256455266091525e-07,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-5.004764456578143,2.1716311216317657e-05,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",True,True,True,True,True,True,0.2928,0.0459,0.1188,0.1579,0.4639,0.7078,0.4836,0.3983,0.5449,0.8563,0.5505,0.0989,0.2926,0.0457,0.6884,0.6388,0.5448,0.6595,0.4013,0.3395,0.4294,0.5823,0.6095,0.3656,0.3899,0.5048,0.0841,0.0274,0.4535,0.1862,0.0,0.0,0.0759,0.017,0.0064,0.327,0.0996,0.5898,0.6451,0.9473,0.8873,0.8665,2.0,7.0,,7.0,3.0,
Westen,-1.9161099701629085,0.32452083607915344,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-1.8791375863771949,0.3419381881252209,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",False,True,False,True,True,False,-6.401433377786288,1.991032198837576e-08,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-4.282068383959462,0.0004770683466298901,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.3588,0.293,0.0408,0.1151,0.0736,0.2532,0.3259,0.0025,0.0059,0.0191,0.0652,0.0457,0.1828,0.1389,0.4693,0.5678,0.5683,0.6191,0.8054,0.8631,0.9108,0.2947,0.4864,0.7284,0.6151,0.8655,0.7883,0.4934,0.7332,0.9471,0.0273,0.088,0.7578,0.8997,0.938,0.2169,0.1038,0.0037,0.0102,0.0893,0.0102,0.0075,3.0,1.0,,,3.0,3.0
Wirtschaft,-1.6734227140180933,0.4448552782554684,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",-1.9895619088506302,0.29116850917561143,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",False,True,False,False,True,False,-4.1273342294133215,0.0008725272657392285,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-4.556749343134364,0.0001550752520990824,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.0535,0.0004,0.0853,0.3665,0.4938,0.4693,0.6234,0.2816,0.0229,0.1805,0.654,0.4928,0.5178,0.3801,0.0136,0.0008,0.0727,0.2846,0.37,0.274,0.8083,0.0483,0.0138,0.1499,0.0841,0.059,0.0621,0.0199,0.0046,0.0,0.0,0.0,0.0011,0.0,0.0,0.0768,0.0371,0.0009,0.0001,0.0158,0.0151,0.1145,2.0,2.0,2.0,2.0,2.0,4.0
Wo,-2.390805244657072,0.14434839566002677,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-0.5278703306905794,0.8864620876045302,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",False,True,False,True,True,True,-4.933785543109066,2.9960899825971653e-05,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-6.252449937743,4.420224406563052e-08,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",True,True,True,True,True,True,0.2808,0.4436,0.3727,0.3507,0.3237,0.2024,0.1614,0.4394,0.6216,0.9428,0.9548,0.986,0.9368,0.8846,0.7197,0.3248,0.3244,0.3778,0.3365,0.1506,0.1848,0.0075,0.0236,0.0002,0.0011,0.0026,0.0014,0.0011,0.9105,0.9772,0.919,0.9561,0.9805,0.9818,0.9877,0.7826,0.9435,0.9174,0.961,0.9829,0.9955,0.9991,,,,3.0,,
Woche,-1.837678362487892,0.3619222979672966,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-2.583556839694877,0.09644357976808815,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,False,False,False,False,-6.344591951822535,2.7024035623702032e-08,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-5.2303636226953305,7.620148197492447e-06,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.4297,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0003,0.0001,0.0,0.0,0.0309,0.1786,0.1672,0.0014,0.0,0.0,0.0,0.0003,0.0001,0.0001,0.0,0.0003,0.0204,0.0855,0.0018,0.0093,0.0514,0.0345,0.0,0.0,0.0,0.0037,0.0595,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0
York,-2.8484612566051295,0.051677897182940184,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",-2.5059597060486976,0.1140309897606061,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",False,True,False,True,True,False,-4.983048393311582,2.397296219301291e-05,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-5.678190430842401,8.607237887743906e-07,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",True,True,True,True,True,True,0.7248,0.7317,0.9303,0.762,0.3939,0.7241,0.8083,0.8477,0.7686,0.0934,0.0407,0.0598,0.155,0.0059,0.2183,0.0017,0.0054,0.0018,0.0018,0.002,0.0016,0.9955,0.9353,0.8483,0.5516,0.7079,0.9361,0.0964,0.1097,0.2443,0.0016,0.0034,0.6508,0.2695,0.2383,0.2297,0.0109,0.09,0.1315,0.0911,0.137,0.1414,,7.0,7.0,,3.0,2.0
Zeit,-2.8864380942389944,0.046947944402679666,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-1.6799932692219655,0.4414489029676566,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,False,True,True,False,-7.75462952332912,9.812017399985726e-12,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-4.992516274783359,2.2962600641901452e-05,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.2164,0.4676,0.8586,0.7473,0.7219,0.3967,0.5236,0.7367,0.3053,0.1578,0.2189,0.3917,0.287,0.2075,0.3662,0.1215,0.28,0.0953,0.2136,0.229,0.2429,0.9486,0.3381,0.0011,0.0348,0.0061,0.0057,0.0042,0.3758,0.6662,0.6102,0.5769,0.9078,0.9323,0.9601,0.6159,0.5558,0.6396,0.7985,0.9205,0.9324,0.8501,,,,3.0,,
