keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,ssr_ftest_pValue_lag1_before_diff,ssr_ftest_pValue_lag2_before_diff,ssr_ftest_pValue_lag3_before_diff,ssr_ftest_pValue_lag4_before_diff,ssr_ftest_pValue_lag5_before_diff,ssr_ftest_pValue_lag6_before_diff,ssr_ftest_pValue_lag7_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,ssr_ftest_pValue_lag1_after_diff,ssr_ftest_pValue_lag2_after_diff,ssr_ftest_pValue_lag3_after_diff,ssr_ftest_pValue_lag4_after_diff,ssr_ftest_pValue_lag5_after_diff,ssr_ftest_pValue_lag6_after_diff,ssr_ftest_pValue_lag7_after_diff,lowest_lag_before_diff,lowest_lag_after_diff
Bayern,-4.348077916960575,0.0003663459249180385,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.348077916960575,0.0003663459249180385,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.8276,0.3381,0.4961,0.4883,0.7582,0.8373,0.1191,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8276,0.3381,0.4961,0.4883,0.7582,0.8373,0.1191,,
Bayern,-4.348077916960575,0.0003663459249180385,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.348077916960575,0.0003663459249180385,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,True,0.8276,0.3381,0.4961,0.4883,0.7582,0.8373,0.1191,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8276,0.3381,0.4961,0.4883,0.7582,0.8373,0.1191,,
Behörden,-11.241364859250018,1.8036734604042275e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.241364859250018,1.8036734604042275e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7871,0.7092,0.4788,0.6492,0.748,0.6526,0.7901,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7871,0.7092,0.4788,0.6492,0.748,0.6526,0.7901,,
Behörden,-11.241364859250018,1.8036734604042275e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.241364859250018,1.8036734604042275e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7871,0.7092,0.4788,0.6492,0.748,0.6526,0.7901,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7871,0.7092,0.4788,0.6492,0.748,0.6526,0.7901,,
Bei,-12.123672220958944,1.8010909734740835e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.123672220958944,1.8010909734740835e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.7655,0.6975,0.6625,0.7973,0.4814,0.4684,0.1951,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7655,0.6975,0.6625,0.7973,0.4814,0.4684,0.1951,,
Bei,-12.123672220958944,1.8010909734740835e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.123672220958944,1.8010909734740835e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.7655,0.6975,0.6625,0.7973,0.4814,0.4684,0.1951,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7655,0.6975,0.6625,0.7973,0.4814,0.4684,0.1951,,
Belarus,-2.3726098231954165,0.14961676402566815,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-2.3726098231954165,0.14961676402566815,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",False,False,False,False,0.0001,0.001,0.0004,0.0001,0.0,0.0,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0001,0.001,0.0004,0.0001,0.0,0.0,0.0,5.0,5.0
Belarus,-2.3726098231954165,0.14961676402566815,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-2.3726098231954165,0.14961676402566815,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",False,False,False,False,0.0001,0.001,0.0004,0.0001,0.0,0.0,0.0,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0001,0.001,0.0004,0.0001,0.0,0.0,0.0,5.0,5.0
Bericht,-4.134762658096116,0.0008480233699718775,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-4.134762658096116,0.0008480233699718775,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",True,True,False,False,0.6769,0.2729,0.133,0.1689,0.226,0.3102,0.3046,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.6769,0.2729,0.133,0.1689,0.226,0.3102,0.3046,,
Bericht,-4.134762658096116,0.0008480233699718775,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",-4.134762658096116,0.0008480233699718775,"{'1%': -3.4769274060112707, '5%': -2.8819726324025625, '10%': -2.577665408088415}",True,True,False,False,0.6769,0.2729,0.133,0.1689,0.226,0.3102,0.3046,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.6769,0.2729,0.133,0.1689,0.226,0.3102,0.3046,,
Berlin,-3.203902725384187,0.019759882649742072,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.203902725384187,0.019759882649742072,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,False,True,0.2223,0.259,0.1858,0.3778,0.5225,0.1723,0.5631,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2223,0.259,0.1858,0.3778,0.5225,0.1723,0.5631,,
Berlin,-3.203902725384187,0.019759882649742072,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.203902725384187,0.019759882649742072,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",True,True,False,True,0.2223,0.259,0.1858,0.3778,0.5225,0.1723,0.5631,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2223,0.259,0.1858,0.3778,0.5225,0.1723,0.5631,,
Berlinale,-2.924695655556922,0.042550675914799545,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-2.924695655556922,0.042550675914799545,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,False,False,0.0007,0.0902,0.013,0.0162,0.0093,0.0037,0.0008,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0007,0.0902,0.013,0.0162,0.0093,0.0037,0.0008,1.0,1.0
Berlinale,-2.924695655556922,0.042550675914799545,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-2.924695655556922,0.042550675914799545,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",True,True,False,False,0.0007,0.0902,0.013,0.0162,0.0093,0.0037,0.0008,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0007,0.0902,0.013,0.0162,0.0093,0.0037,0.0008,1.0,1.0
Berliner,-5.988546899614987,1.7681284827686345e-07,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.988546899614987,1.7681284827686345e-07,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0496,0.1034,0.1151,0.1972,0.1508,0.1571,0.2344,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0496,0.1034,0.1151,0.1972,0.1508,0.1571,0.2344,1.0,1.0
Berliner,-5.988546899614987,1.7681284827686345e-07,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.988546899614987,1.7681284827686345e-07,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0496,0.1034,0.1151,0.1972,0.1508,0.1571,0.2344,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0496,0.1034,0.1151,0.1972,0.1508,0.1571,0.2344,1.0,1.0
Beschäftigte,-3.429687719711279,0.009987504639075268,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-3.429687719711279,0.009987504639075268,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",True,True,False,False,0.7127,0.8506,0.8773,0.7572,0.4854,0.4769,0.1503,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7127,0.8506,0.8773,0.7572,0.4854,0.4769,0.1503,,
Beschäftigte,-3.429687719711279,0.009987504639075268,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-3.429687719711279,0.009987504639075268,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",True,True,False,False,0.7127,0.8506,0.8773,0.7572,0.4854,0.4769,0.1503,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7127,0.8506,0.8773,0.7572,0.4854,0.4769,0.1503,,
Besuch,-3.58875239242937,0.005979734614045795,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-3.58875239242937,0.005979734614045795,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,True,0.2352,0.3212,0.463,0.4661,0.5892,0.4576,0.5675,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2352,0.3212,0.463,0.4661,0.5892,0.4576,0.5675,,
Besuch,-3.58875239242937,0.005979734614045795,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-3.58875239242937,0.005979734614045795,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,True,0.2352,0.3212,0.463,0.4661,0.5892,0.4576,0.5675,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2352,0.3212,0.463,0.4661,0.5892,0.4576,0.5675,,
Betrieb,-2.8289894972337963,0.05425065380611037,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",-2.8289894972337963,0.05425065380611037,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",False,False,False,False,0.9643,0.6979,0.4083,0.2132,0.1656,0.1394,0.1226,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.9643,0.6979,0.4083,0.2132,0.1656,0.1394,0.1226,,
Betrieb,-2.8289894972337963,0.05425065380611037,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",-2.8289894972337963,0.05425065380611037,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",False,False,False,False,0.9643,0.6979,0.4083,0.2132,0.1656,0.1394,0.1226,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.9643,0.6979,0.4083,0.2132,0.1656,0.1394,0.1226,,
Betrug,-4.17016344049001,0.0007398602207394662,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-4.17016344049001,0.0007398602207394662,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,True,0.7874,0.791,0.9225,0.7895,0.6965,0.5865,0.3865,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7874,0.791,0.9225,0.7895,0.6965,0.5865,0.3865,,
Betrug,-4.17016344049001,0.0007398602207394662,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-4.17016344049001,0.0007398602207394662,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,True,0.7874,0.791,0.9225,0.7895,0.6965,0.5865,0.3865,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7874,0.791,0.9225,0.7895,0.6965,0.5865,0.3865,,
Bewohner,-12.532853412511725,2.4072115205270646e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.532853412511725,2.4072115205270646e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0856,0.1294,0.1807,0.164,0.1994,0.3105,0.3239,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0856,0.1294,0.1807,0.164,0.1994,0.3105,0.3239,,
Bewohner,-12.532853412511725,2.4072115205270646e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.532853412511725,2.4072115205270646e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.0856,0.1294,0.1807,0.164,0.1994,0.3105,0.3239,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0856,0.1294,0.1807,0.164,0.1994,0.3105,0.3239,,
Biden,-2.551550280741591,0.10342988351414906,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-2.551550280741591,0.10342988351414906,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",False,False,True,True,0.4714,0.6291,0.641,0.441,0.3897,0.4093,0.4364,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.4714,0.6291,0.641,0.441,0.3897,0.4093,0.4364,,
Biden,-2.551550280741591,0.10342988351414906,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-2.551550280741591,0.10342988351414906,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",False,False,True,True,0.4714,0.6291,0.641,0.441,0.3897,0.4093,0.4364,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.4714,0.6291,0.641,0.441,0.3897,0.4093,0.4364,,
Bielefeld,-8.160384826807642,9.177533236483413e-13,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-8.160384826807642,9.177533236483413e-13,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,False,0.2708,0.3198,0.4863,0.5984,0.1469,0.2776,0.3256,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2708,0.3198,0.4863,0.5984,0.1469,0.2776,0.3256,,
Bielefeld,-8.160384826807642,9.177533236483413e-13,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-8.160384826807642,9.177533236483413e-13,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,False,0.2708,0.3198,0.4863,0.5984,0.1469,0.2776,0.3256,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2708,0.3198,0.4863,0.5984,0.1469,0.2776,0.3256,,
Bilanz,-2.8149506470030383,0.05616970595146749,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-2.8149506470030383,0.05616970595146749,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",False,False,False,True,0.1651,0.3395,0.5108,0.2251,0.2749,0.3834,0.5884,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1651,0.3395,0.5108,0.2251,0.2749,0.3834,0.5884,,
Bilanz,-2.8149506470030383,0.05616970595146749,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-2.8149506470030383,0.05616970595146749,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",False,False,False,True,0.1651,0.3395,0.5108,0.2251,0.2749,0.3834,0.5884,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1651,0.3395,0.5108,0.2251,0.2749,0.3834,0.5884,,
Bild,-4.468092228973984,0.00022445982339979893,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.468092228973984,0.00022445982339979893,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,False,0.127,0.3065,0.4135,0.5188,0.5729,0.329,0.358,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.127,0.3065,0.4135,0.5188,0.5729,0.329,0.358,,
Bild,-4.468092228973984,0.00022445982339979893,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.468092228973984,0.00022445982339979893,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,True,False,0.127,0.3065,0.4135,0.5188,0.5729,0.329,0.358,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.127,0.3065,0.4135,0.5188,0.5729,0.329,0.358,,
