KeyWord,date,Occurence_in_News,normalized_Occurence_in_News,Occurence_in_Google,normalized_Occurence_in_Google,Occurence_in_Wikipedia,normalized_Occurence_in_Wikipedia,smoothened_normalized_Occurence_in_News,smoothened_normalized_Occurence_in_Google,smoothened_normalized_Occurence_in_Wikipedia,smoothened_Occurence_in_News,smoothened_Occurence_in_Google,smoothened_Occurence_in_Wikipedia
Deutschland,2022-06-29,9,0.5294117647058824,46,0.46,13955,0.254592888548337,0.6078431372549019,0.4633333333333334,0.2676372393410322,10.333333333333334,46.333333333333336,14670.0
Deutschland,2022-06-30,13,0.7647058823529411,43,0.43,13192,0.2406728330870414,0.7254901960784313,0.4466666666666667,0.2537597528566824,12.333333333333334,44.666666666666664,13909.333333333334
Deutschland,2022-07-01,17,1.0,41,0.41,13344,0.243445897870943,0.7647058823529411,0.43333333333333335,0.24623720650210715,13.0,43.333333333333336,13497.0
Deutschland,2022-07-02,13,0.7647058823529411,33,0.33,11516,0.2100961450750734,0.8431372549019608,0.38999999999999996,0.23140495867768593,14.333333333333334,39.0,12684.0
Deutschland,2022-07-03,8,0.47058823529411764,39,0.39,13224,0.2412566361994417,0.7450980392156863,0.37666666666666665,0.2315995597151527,12.666666666666666,37.666666666666664,12694.666666666666
Deutschland,2022-07-04,14,0.8235294117647058,46,0.46,12929,0.235874701257001,0.6862745098039215,0.39333333333333337,0.22907582751050537,11.666666666666666,39.333333333333336,12556.333333333334
Deutschland,2022-07-05,10,0.5882352941176471,45,0.45,13534,0.24691222885082,0.6274509803921569,0.43333333333333335,0.24134785543575424,10.666666666666666,43.333333333333336,13229.0
Deutschland,2022-07-06,4,0.23529411764705882,45,0.45,13565,0.2474777881159579,0.5490196078431372,0.45333333333333337,0.24342157274125964,9.333333333333334,45.333333333333336,13342.666666666666
Woche,2022-06-21,4,0.5714285714285714,79,0.79,162,0.3354037267080745,0.0,0.0,0.0,0.0,0.0,0.0
Woche,2022-06-22,2,0.2857142857142857,81,0.81,190,0.3933747412008281,0.0,0.0,0.0,0.0,0.0,0.0
Woche,2022-06-23,4,0.5714285714285714,69,0.69,219,0.453416149068323,0.4761904761904761,0.7633333333333333,0.3940648723257419,3.3333333333333335,76.33333333333333,190.33333333333334
Woche,2022-06-24,2,0.2857142857142857,72,0.72,147,0.3043478260869565,0.38095238095238093,0.7399999999999999,0.38371290545203585,2.6666666666666665,74.0,185.33333333333334
Woche,2022-06-25,6,0.8571428571428571,71,0.71,115,0.238095238095238,0.5714285714285714,0.7066666666666667,0.3319530710835058,4.0,70.66666666666667,160.33333333333334
Woche,2022-06-26,7,1.0,80,0.8,191,0.3954451345755693,0.7142857142857143,0.7433333333333333,0.31262939958592123,5.0,74.33333333333333,151.0
Woche,2022-06-27,2,0.2857142857142857,61,0.61,197,0.4078674948240166,0.7142857142857143,0.7066666666666667,0.347135955831608,5.0,70.66666666666667,167.66666666666666
Woche,2022-06-28,1,0.14285714285714285,52,0.52,188,0.3892339544513457,0.4761904761904762,0.6433333333333334,0.3975155279503105,3.3333333333333335,64.33333333333333,192.0
Woche,2022-06-29,1,0.14285714285714285,53,0.53,188,0.3892339544513457,0.19047619047619047,0.5533333333333333,0.39544513457556935,1.3333333333333333,55.333333333333336,191.0
